track_id,X,Y,Z
0,0.121812,0.238142,1.17948
1,0.15623,0.366844,1.15626
2,0.127804,0.249115,1.20096
3,0.158913,0.318831,1.19541
4,0.150798,0.388866,1.16359
5,0.133244,0.317078,1.19277
7,0.186593,0.248402,1.22062
8,0.145961,0.268395,1.20086
9,0.142546,0.304708,1.10128
10,0.119478,0.266312,1.1718
11,0.137914,0.361519,1.18853
13,-2.60208,-2.57672,13.3693
14,0.218854,0.256233,1.21663
15,0.139798,0.334252,1.22788
16,0.150783,0.304087,1.17126
17,0.179775,0.228849,1.204
18,0.164888,0.259931,1.21527
19,0.142366,0.28592,1.16711
20,0.155459,0.222116,1.19778
23,0.137317,0.230192,1.19887
24,0.162866,0.338751,1.19163
27,0.200553,0.26835,1.22203
28,0.15721,0.283785,1.21157
29,0.171869,0.302321,1.1994
30,0.179496,0.278558,1.21864
31,0.17253,0.360621,1.17232
36,0.182055,0.321119,1.20014
38,0.191334,0.236117,1.16077
40,0.149362,0.248418,1.19624
42,0.169446,0.378269,1.1585
53,0.191581,0.304412,1.19292
59,0.177488,0.340201,1.18415
75,0.216307,0.281243,1.19502
97,0.204918,0.244757,1.19327
104,0.163373,0.254134,1.15681
112,0.198663,0.320971,1.17583
139,0.178912,0.362903,1.15493
164,0.213329,0.250804,1.17244
