track_id,X,Y,Z
0,0.00489274,1.03712,4.64868
1,-0.0448425,1.60593,4.67497
2,-0.0405516,-0.216096,4.5364
4,0.0309473,0.0497436,4.51945
6,-0.123777,-0.496039,5.15544
9,-0.0639035,0.279332,4.5929
11,-0.20087,0.0219466,4.62545
13,-0.217364,1.11458,4.78083
14,-0.248748,0.421013,4.65741
15,0.0614786,0.795061,4.74134
18,-0.0744116,-0.384432,4.84388
21,-0.000821889,1.47661,4.8992
26,-0.361812,-0.214818,5.38729
31,-0.351101,-0.463403,5.47003
33,-0.185943,-0.143696,4.83578
34,-0.373112,0.0461393,5.28198
35,-0.406533,0.218424,5.07399
39,-0.274498,0.295407,4.86023
40,-0.208003,1.01188,5.02327
44,-0.271533,0.0444099,4.98408
53,-0.126296,0.785929,4.89945
56,-0.238375,0.551908,4.87323
57,-0.314163,0.434268,5.09454
63,-0.211562,0.692406,5.1251
65,-0.387315,0.29696,5.30369
69,-0.359841,-0.181208,5.62839
82,-0.285435,-0.416259,5.70431
84,-0.284482,0.039864,5.75373
87,-0.292592,0.00605915,5.51167
99,-0.205389,-0.269387,5.06379
159,-0.0134424,0.510577,4.61034
165,0.167666,1.27804,4.84475
173,0.428046,0.135412,4.76251
181,0.238315,-0.0894433,4.61217
184,0.225941,0.565578,4.70216
185,0.300698,0.766806,4.79126
188,0.164409,0.341936,4.69644
191,0.371295,0.393089,4.7991
193,0.477339,0.595279,4.87548
201,0.649692,0.164772,4.94036
202,0.151053,-0.307508,4.72738
205,0.193594,1.01445,4.83616
207,0.614714,-0.117573,5.29785
211,0.183155,-0.521005,5.20143
213,0.643701,-0.379994,5.35114
223,0.77841,-0.130889,5.45834
227,0.333827,-0.299941,4.9242
