track_id,X,Y,Z
0,-0.0176515,0.333371,1.64843
1,-0.214009,-0.221169,1.64181
2,-0.18764,0.279169,1.72081
3,-0.0292177,-0.369993,1.66195
4,-0.218898,-0.462939,1.75752
8,0.121097,-0.565645,1.74118
9,0.17262,-0.429732,1.70012
10,-0.100369,-0.0396466,1.64665
11,-0.124867,-0.256566,1.56148
18,-0.114135,0.390722,1.7125
20,-0.082664,-0.479437,1.73855
24,-0.0610545,0.209517,1.68842
26,0.0522878,0.127009,1.67366
27,0.294863,-0.377839,1.72142
28,0.169901,-0.109561,1.69668
29,0.0436577,-0.450549,1.74561
31,-0.00452222,-0.244709,1.60891
36,0.260972,-0.521152,1.75754
37,0.0283962,0.00568059,1.66868
41,0.157686,0.0206261,1.72598
45,0.203919,-0.279195,1.75051
47,0.0858631,0.252643,1.70077
50,0.342264,-0.266797,1.78333
51,-0.100055,-0.161258,1.62933
52,0.0121762,-0.114445,1.63928
54,0.260643,-0.161879,1.7526
57,0.0821328,-0.330837,1.71378
64,0.107662,-0.217599,1.66715
81,0.341829,-0.503003,1.85159
83,0.384181,-0.384622,1.8281
91,-0.047887,0.548593,1.74321
93,0.137948,0.300696,1.82176
97,0.00426527,0.46369,1.67559
98,0.085807,0.387911,1.8856
99,0.0469485,0.493629,1.81293
108,0.153421,0.138311,1.76886
137,-0.0288143,-0.36856,1.66016
141,0.0678819,0.229226,2.00656
145,0.331745,-0.28689,1.90236
147,0.201769,-0.0675409,1.83351
150,0.173908,0.0603387,1.87371
151,0.343994,-0.40582,1.95066
183,0.050011,0.369992,1.75962
196,0.194083,-0.586351,1.86121
