track_id,X,Y,Z
0,-0.0638856,-0.277556,1.55802
1,-0.173388,-0.409958,1.6071
2,-0.165873,-0.518299,1.52644
3,-0.187618,-0.444773,1.63589
4,-0.185499,-0.530902,1.673
5,-0.0792687,-0.255158,1.60044
6,-0.139605,-0.357921,1.64694
7,-0.113832,-0.603382,1.5533
8,-0.179663,-0.484272,1.61238
9,-0.19878,-0.515728,1.71762
10,-0.12316,-0.486475,1.48794
11,-0.179774,-0.485765,1.56627
13,-0.177924,-0.440772,1.57019
14,-0.0829689,-0.593702,1.50511
15,-0.169315,-0.553289,1.63285
16,-0.186001,-0.574105,1.67219
17,-0.118247,-0.378344,1.56238
19,-0.0555995,-0.594587,1.46808
20,-0.146579,-0.473592,1.52965
21,-0.102339,-0.643036,1.52424
22,-0.119266,-0.334569,1.58818
23,-0.165289,-0.486449,1.69591
25,-0.158343,-0.611232,1.66832
26,-0.168157,-0.53182,1.57394
27,-0.13867,-0.382029,1.60406
28,-0.14937,-0.569666,1.59075
29,-0.0880052,-0.338527,1.54937
30,-0.166475,-0.485979,1.74523
31,-0.0960412,-0.310747,1.62267
32,-0.174133,-0.531268,1.7546
33,-0.12913,-0.397345,1.67187
35,-0.180548,-0.558173,1.71514
36,-0.0838117,-0.380157,1.52695
38,-0.158872,-0.499471,1.65339
39,-0.106345,-0.365645,1.68823
42,-0.140404,-0.523075,1.61905
53,-0.138844,-0.417927,1.57475
54,-0.136444,-0.412904,1.63663
74,-0.0958941,-0.336825,1.65945
124,-0.0589705,-0.63054,1.50752
125,-0.137896,-0.413074,1.53148
126,-0.114871,-0.534295,1.48405
129,-0.100608,-0.412449,1.50105
144,-0.102742,-0.45324,1.5185
164,-0.0305602,-0.240659,1.59373
169,-0.0108871,-0.582392,1.46146
180,0.0157396,-0.248323,1.57935
182,-0.0578823,-0.551035,1.48294
184,-0.036294,-0.320909,1.54788
189,-0.0106729,-0.547807,1.49439
190,-0.0172584,-0.278376,1.56084
191,-0.0205488,-0.486907,1.53088
192,-0.0260125,-0.405341,1.52374
195,0.00365027,-0.344887,1.55567
197,-0.0442101,-0.366601,1.53862
201,-0.0213081,-0.620551,1.48221
204,-0.0599354,-0.461699,1.52931
212,-0.0809488,-0.496616,1.50997
213,0.00152786,-0.391626,1.54843
219,-0.160937,-0.606369,1.66536
241,-0.199021,-0.514692,1.71589
268,-0.0706783,-0.321805,1.58412
272,-0.166471,-0.553253,1.63117
277,-0.13831,-0.418308,1.57439
283,-0.174836,-0.483455,1.61182
285,-0.167803,-0.488092,1.74272
287,-0.166288,-0.53185,1.5731
290,-0.162544,-0.489292,1.69654
293,-0.0945846,-0.337462,1.65916
