track_id,X,Y,Z
1,1.63895,0.671333,11.7437
2,1.89478,-0.333883,11.8332
4,0.911224,1.47011,10.9392
8,0.915412,0.855473,12.294
9,0.52758,2.37726,8.98157
11,1.17562,-1.44169,13.0568
12,1.39116,0.0857631,12.4709
16,-0.00813357,2.70806,9.14639
19,0.839993,-0.562289,13.0141
20,0.461615,2.36459,9.77867
22,0.238552,1.42458,11.3171
38,0.837746,-2.20634,12.5892
62,0.116186,-0.98056,13.1188
70,0.287395,-1.57825,12.5739
76,-0.610254,-0.500068,13.1986
89,-0.730743,0.626252,12.0829
97,0.0552877,0.99974,12.3012
103,-0.491288,-1.41067,12.3868
110,0.91268,1.7949,9.74144
119,0.568734,0.176684,12.7543
127,-0.513314,1.21966,11.6019
132,-1.12019,-0.782603,12.4637
133,0.283646,1.97867,10.6645
137,-0.355212,1.82467,10.9742
138,-0.791915,2.16474,9.36027
139,-0.902888,1.77057,10.0358
236,2.20164,-1.21359,11.5566
241,1.7964,-1.20777,12.3455
253,1.16562,1.09702,10.3529
254,1.69836,-2.05141,12.5135
267,1.82552,0.1344,11.178
274,1.26973,-2.51158,11.8932
