track_id,X,Y,Z
0,-0.382698,-0.333698,4.55253
2,-0.621468,-0.693568,4.65367
3,-0.763235,-0.81903,4.74167
4,-0.314903,-0.124406,4.63378
5,-0.482796,-0.752879,4.49338
7,-0.38079,0.33407,5.06816
8,-0.356098,-1.0414,4.48869
9,-0.292267,0.368966,4.84774
10,-0.249147,0.248422,4.71848
11,-0.165207,1.12471,5.02581
12,0.235317,-0.323768,4.4383
13,-0.2369,-0.876167,4.43336
14,-0.316606,0.0570851,4.73283
15,-0.282673,0.536575,5.22336
16,-0.296389,0.712111,5.09769
17,-0.210191,0.661751,4.91521
18,-0.246315,0.910746,4.99661
19,-0.291391,0.891259,5.2548
20,-0.195482,-0.25552,4.48062
21,-0.451247,-0.578274,4.59287
22,-0.245617,1.2281,5.21738
23,-0.287767,1.05796,5.1767
24,-0.0417249,-0.952434,4.41039
25,-0.168628,0.106162,4.59584
26,-0.283831,-0.674684,4.5068
27,0.340739,-0.131518,4.49759
28,-0.390332,-0.391201,4.76857
30,0.345628,-0.499923,4.51576
31,-0.561218,-0.908553,4.60203
32,-0.650808,-0.685561,4.8786
36,0.0879774,-0.57938,4.59584
37,0.293307,-0.732492,4.55898
38,0.34443,-0.931453,4.49291
40,0.0887047,-0.215292,4.55255
41,-0.0365678,-0.389257,4.55618
42,0.319872,-1.12452,4.58797
46,-0.41675,-1.04866,4.72171
47,-0.228419,-0.488357,4.58135
48,-0.0862499,-0.75369,4.49287
49,-0.0738534,0.445734,4.82948
52,-0.103649,-0.104938,4.59181
53,-0.601997,-0.926416,4.80507
65,-0.102626,-1.0926,4.57286
71,-0.272489,-0.065183,5.06849
85,0.225591,-0.0550142,4.67755
89,0.0892029,-0.781721,4.53492
99,0.486715,-0.313025,4.52516
118,-0.0860268,1.2834,5.17665
122,0.0330228,0.0695543,4.65406
138,0.179641,0.188264,4.78726
142,-0.0344764,0.280275,4.67815
143,0.148505,-1.00551,4.52753
144,0.508951,-0.64255,4.57293
150,-0.026992,0.712451,5.04167
154,0.133906,0.3938,4.79341
157,0.590952,-0.476388,4.6753
161,0.0828959,1.1538,5.27193
162,0.11974,0.629224,5.14448
170,0.689063,-0.733578,4.65883
180,-0.366458,-0.882598,4.56316
193,0.746907,-0.58251,4.79303
198,0.493794,-0.852932,4.62006
232,0.645242,-0.924632,4.78061
233,0.488221,-1.05107,4.68269
240,0.080237,0.948051,5.32417
245,0.466186,-0.0474222,4.69776
255,-0.296022,1.05511,5.10251
281,-0.251535,0.24445,4.70692
293,0.150284,0.41814,5.16809
298,-0.311107,-0.896313,4.52447
300,0.0943166,1.45182,5.35752
