track_id,X,Y,Z
0,-0.157702,-1.28043,6.82572
1,0.480797,-1.19859,6.92006
2,0.635775,-0.833503,6.81695
3,0.482026,1.11793,6.85452
4,-0.580237,-1.40762,7.12876
5,0.407087,0.565448,6.7936
6,-0.622025,-1.19567,6.7838
8,0.485989,-0.463519,6.67819
10,0.201756,1.80267,6.8362
12,-0.172671,-0.858852,6.89765
13,-0.30925,-1.48992,7.39271
15,-0.564109,-0.823349,6.84881
16,0.175349,-0.194209,6.67719
19,-0.0182581,1.33538,6.92406
20,-0.123676,0.46407,6.79739
21,-0.0145773,-0.48471,6.8904
22,0.556015,-0.0798834,6.83793
23,0.212698,0.213533,6.74954
25,0.277199,-0.808812,6.99346
26,-0.127347,0.000804738,6.88747
29,-0.314475,-0.288996,7.12436
32,-0.421157,0.0876703,7.27293
41,-0.756574,-1.05915,7.24013
49,-0.711411,-0.545482,7.7607
69,1.0618,-0.941643,7.1819
75,0.248086,1.42268,6.8013
85,0.101253,0.783303,6.90715
90,0.574274,1.53909,6.98476
98,0.939191,-0.625336,7.0053
100,0.753184,1.13412,7.16031
118,0.07964,-1.13359,7.20879
127,0.766466,-0.305179,7.15707
149,-0.494379,-0.401818,7.49595
152,-0.69344,-0.542034,7.77296
153,-0.71293,-1.05667,7.33951
