track_id,X,Y,Z
0,-0.72943,0.0848715,7.22742
1,-0.558579,-0.592853,6.74694
2,-0.942662,-1.801,6.24174
3,-0.769943,-0.267496,6.92322
4,-0.580223,-0.291519,6.78134
5,-0.765871,-1.31781,6.20785
6,-0.528126,-1.3842,6.15826
7,-0.823715,-0.492727,6.95307
8,-0.785212,-0.66727,6.74221
9,-0.600579,-0.953767,6.40725
12,-1.03002,-1.98776,6.32968
13,-0.475454,-1.19222,6.29021
16,-0.69425,-1.81382,6.21874
19,-0.488156,-1.93363,6.15496
20,-0.688279,-1.17179,6.36409
25,-0.638044,-1.59521,6.15887
26,-0.887479,-1.13312,6.50151
30,-0.981237,-1.41659,6.48367
32,-0.819861,-1.53142,6.31276
35,-0.957745,-1.00637,6.6855
37,-0.778611,-0.922749,6.55766
55,-0.627929,-0.138598,7.19485
58,-0.922894,-0.754096,6.9213
70,-0.834568,-1.71453,6.44051
76,-0.91126,-1.35284,6.69742
82,-0.769062,-1.34757,6.4768
84,-0.861433,-1.57565,6.67613
95,-0.994191,-1.84587,6.49571
135,-0.784337,-0.672489,6.74158
136,-0.558996,-0.588724,6.74774
146,-0.381998,-1.69032,6.2182
147,-0.403533,-1.0628,6.53197
154,-0.317997,-1.38059,6.29445
156,-0.207001,-1.64875,6.37697
158,-0.436732,-0.695442,6.93392
167,-0.170375,-1.87199,6.44769
170,-0.470355,-0.432758,6.95071
171,-0.394394,-0.923654,6.88176
172,-0.367515,-1.92114,6.34546
178,-0.549043,-0.890894,6.63396
185,-0.373011,-1.24235,6.67224
188,-0.259146,-1.42359,6.70684
190,-0.545249,-0.187613,6.99392
203,-0.298309,-1.48847,6.49017
206,-0.520038,-0.326244,7.18206
207,-0.171029,-2.10706,6.44302
