track_id,X,Y,Z
0,-0.172175,-0.301886,2.94492
1,-0.53774,-0.993195,2.65617
2,-0.334017,-0.535069,2.79941
3,-0.380623,-0.893864,2.63914
4,-0.360141,-0.990149,2.55577
5,-0.440758,-1.06522,2.56502
6,-0.354577,-1.11951,2.53851
7,-0.163686,-0.794812,2.83098
8,-0.391611,-0.806837,2.6957
9,-0.347608,-0.714452,2.70094
10,-0.227069,-0.600304,2.82073
11,-0.500509,-0.891575,2.69383
12,-0.282548,-0.396631,2.88972
13,-0.250126,-0.500619,2.85329
14,-0.155267,-0.541999,2.89106
15,-0.449709,-0.646778,2.81188
16,-0.513501,-1.10053,2.63857
17,-0.222648,-0.755037,2.7661
18,-0.266634,-0.907728,2.71163
19,-0.356023,-0.629845,2.77392
20,-0.277344,-0.803783,2.7108
21,-0.288682,-1.06759,2.59589
22,-0.584473,-0.935841,2.73741
23,-0.17791,-0.436346,2.91016
24,-0.402209,-1.19482,2.59091
26,-0.308244,-0.978345,2.63549
27,-0.434547,-0.991828,2.64049
29,-0.355857,-0.490605,2.88777
30,-0.291482,-1.16651,2.60314
31,-0.459217,-0.745124,2.81999
32,-0.452336,-0.831036,2.77031
33,-0.211885,-0.706099,2.86443
50,-0.575853,-1.09299,2.7208
77,-0.614598,-1.05959,2.80959
80,-0.576113,-1.16974,2.78227
115,-0.497111,-0.873998,2.92176
124,-0.580979,-1.14316,2.89046
129,-0.45491,-0.775408,2.92158
133,-0.536748,-1.00999,2.76392
145,-0.429389,-0.679676,2.91141
147,-0.517786,-0.895609,2.8134
149,-0.350888,-0.562964,2.94588
182,-0.235822,-0.308132,3.01337
197,-0.485283,-0.971398,2.86383
213,-0.528156,-1.04702,2.87765
218,-0.37653,-0.598133,2.87325
223,-0.413426,-0.957004,2.95742
