track_id,X,Y,Z
0,2.34486,4.81062,20.7133
1,2.21899,0.88704,18.6849
3,2.0297,-0.256261,18.2313
5,2.5692,0.0214509,19.4028
6,1.6281,-1.26759,17.635
7,1.36552,2.854,18.4597
8,2.21775,2.04171,18.998
10,1.26543,0.795372,17.9316
11,-0.959615,-2.0865,17.8367
12,2.82889,2.4282,19.9436
13,1.81738,-2.14833,18.5841
14,-0.632229,0.114255,17.6679
17,0.77083,-0.388496,17.748
19,0.0648398,-1.31206,17.776
20,2.00995,3.23779,19.716
25,0.635488,1.76212,18.6545
26,1.13914,4.76232,20.8192
27,1.05365,3.73565,19.3539
31,-0.473715,-3.22954,18.1855
35,-1.04951,-0.834821,17.8799
42,0.0875262,0.663735,18.3089
47,0.322379,2.81409,19.2861
48,-0.34638,1.84437,19.5543
53,-1.80194,-2.58862,18.7012
55,-1.18123,-3.36209,19.2579
57,-0.304223,2.82528,20.4306
59,-1.46809,-1.43364,18.7379
61,-0.74777,0.814237,19.3139
85,1.94319,-2.99485,19.6722
114,2.04545,3.22587,19.6924
116,2.85092,2.42881,19.9413
