track_id,X,Y,Z
0,-0.563659,0.0226432,2.07811
1,-0.0629622,0.179367,1.88912
2,-0.280271,-0.12801,1.92287
3,-0.305089,-0.012279,1.94385
4,-0.198123,0.194924,1.97549
5,0.0707999,0.732514,2.20306
6,0.196843,1.05671,2.37478
7,-0.304553,0.331211,2.11969
8,-0.150425,0.0918874,1.9269
9,0.0879333,1.10406,2.42376
10,-0.501843,-0.0944614,2.04592
12,-0.437876,0.0109505,2.02386
15,-0.279136,0.231666,2.07195
16,-0.196382,0.314626,2.02123
17,-0.444182,0.201472,2.20602
21,-0.121093,0.588233,2.27569
22,-0.203926,-0.179757,1.97754
23,0.0847086,0.863898,2.2871
30,-0.0149498,0.634132,2.25534
31,-0.251975,0.119096,2.05124
32,-0.0653465,-0.0116948,1.93352
33,-0.177248,-0.0540638,1.93213
35,-0.0789719,0.249168,1.98417
45,0.191564,0.573864,2.28094
46,-0.482776,0.0960969,2.13338
48,-0.196068,0.412108,2.09647
49,-0.372577,0.08831,2.09488
56,-0.089018,0.343654,2.07762
58,-0.0207946,0.482575,2.17841
69,0.134354,0.454148,2.26217
70,-0.0296516,-0.144937,2.13356
74,0.0465183,0.19391,1.94777
75,0.152674,0.744767,2.30059
76,0.0243327,-0.03201,2.00675
86,-0.0241617,0.0962592,1.95825
87,0.0598479,0.552747,2.26657
89,0.0396998,0.997733,2.40184
94,0.0474937,0.341683,2.13785
96,-0.138378,-0.168077,2.06231
100,0.149677,0.291444,2.18193
101,0.147884,0.0823961,2.26856
103,0.135074,-0.0388709,2.29115
110,0.0882967,0.189167,2.05295
111,0.146142,0.977056,2.43278
115,-0.156811,0.477349,2.21076
118,0.0110604,0.282311,2.05395
136,0.162778,0.107432,2.44112
154,-0.274377,0.234058,2.07754
158,-0.56382,0.0262314,2.07618
160,-0.304777,0.332643,2.11451
166,-0.442874,0.202653,2.20884
167,-0.000757022,0.76246,2.30848
194,-0.589628,-0.0759989,2.14253
213,-0.253407,0.387524,2.20002
218,-0.0753624,0.674402,2.35872
222,-0.356335,-0.112495,2.02081
228,-0.328409,0.171223,2.16449
230,-0.558524,0.0362665,2.20635
233,-0.35796,0.264912,2.29146
239,-0.209632,0.513851,2.3229
242,-0.240859,0.125662,2.05817
