track_id,X,Y,Z
0,-0.224945,-0.520905,1.57797
1,-0.153298,-0.181604,1.73089
2,-0.14811,-0.254434,1.69952
3,-0.174054,-0.14799,1.73079
4,-0.141808,-0.385373,1.59786
5,-0.162053,-0.463859,1.5738
6,-0.182692,-0.201995,1.71951
7,-0.177559,-0.352451,1.65199
8,-0.245746,-0.452928,1.56016
9,-0.208703,-0.457119,1.54526
10,-0.216569,-0.177905,1.7339
11,-0.15243,-0.498996,1.5652
12,-0.149542,-0.324619,1.65828
13,-0.108709,-0.41749,1.59518
14,-0.0909427,-0.527953,1.58687
15,-0.185655,-0.316667,1.66873
16,-0.218168,-0.260828,1.72544
17,-0.187126,-0.284799,1.69488
18,-0.0798833,-0.56879,1.59534
19,-0.060526,-0.537645,1.61882
20,-0.0836574,-0.455782,1.59698
21,-0.218692,-0.219812,1.73271
22,-0.120557,-0.491584,1.57081
23,-0.196381,-0.446506,1.57856
24,-0.205772,-0.142642,1.75276
25,-0.122719,-0.458639,1.592
26,-0.1031,-0.383537,1.61346
27,-0.190333,-0.485506,1.56249
28,-0.209377,-0.343429,1.68172
29,-0.171587,-0.398427,1.62343
30,-0.172379,-0.128878,1.76907
31,-0.138198,-0.361122,1.66125
32,-0.0954175,-0.37315,1.65558
33,-0.148422,-0.424702,1.59707
34,-0.200449,-0.378722,1.67067
35,-0.23399,-0.441068,1.59201
36,-0.0708871,-0.507438,1.6437
37,-0.136535,-0.306415,1.73619
38,-0.139623,-0.206798,1.75634
39,-0.187238,-0.434228,1.61266
44,-0.0655301,-0.601003,1.62378
46,-0.033885,-0.525294,1.69501
52,-0.150154,-0.163641,1.76187
70,-0.0399709,-0.572198,1.63277
119,-0.0770395,-0.411085,1.67521
120,-0.12357,-0.264145,1.73551
124,-0.0771777,-0.451684,1.65856
130,-0.029694,-0.548219,1.66166
132,-0.15638,-0.235411,1.73856
138,-0.01186,-0.5652,1.69166
139,-0.0951946,-0.413305,1.64135
146,-0.148062,-0.308986,1.69429
150,-0.112541,-0.334359,1.6813
154,-0.0761619,-0.490883,1.68207
172,-0.110541,-0.501886,1.59491
174,-0.170996,-0.128061,1.76589
185,-0.0313394,-0.603123,1.70067
188,-0.0357362,-0.587675,1.66939
194,-0.0821201,-0.455008,1.70293
199,-0.0210343,-0.545279,1.72378
206,-0.120102,-0.346233,1.72837
210,-0.0697768,-0.602352,1.62334
217,-0.0921726,-0.478509,1.62562
229,-0.0703001,-0.608896,1.66313
231,-0.0194729,-0.584463,1.73168
255,-0.11469,-0.375861,1.69846
