track_id,X,Y,Z
0,-0.880748,-0.620342,4.01967
1,-0.566365,-0.432295,3.66077
2,-0.793596,-0.773866,3.8794
3,-0.467581,0.386001,4.17567
4,-0.664893,-0.636548,3.6847
5,-0.791135,-0.571476,3.82598
6,-0.464172,-0.352893,3.4902
8,-0.508554,0.246141,4.3024
9,-0.580727,-0.199502,3.79547
10,-0.636081,-0.10814,3.94116
11,-0.291118,0.443117,4.08125
12,-0.539929,-0.794188,3.60552
14,-0.561499,0.00260026,4.17375
15,-0.649844,-0.84851,3.7551
17,-0.757547,-0.460326,4.00157
19,-0.412238,-0.568357,3.5967
21,-0.33751,-0.181999,3.56936
22,-0.156805,-0.566073,3.54854
23,-0.485303,-0.269283,3.69173
34,-0.296701,-0.735312,3.57021
40,-0.633429,-0.454714,3.82693
47,-0.403412,0.181414,4.13077
49,-0.635438,-0.309822,3.94661
50,-0.221674,-0.904813,3.65416
55,-0.174832,-0.281361,3.5635
56,-0.647434,-0.904464,3.98244
61,-0.313095,0.176024,3.97178
71,-0.122751,0.244277,4.00454
73,0.0575729,-0.622778,3.59925
77,-0.0800568,-0.0270036,3.85048
81,-0.297625,0.0115362,3.89739
86,0.105409,-0.844781,3.55571
100,-0.29429,-0.416809,3.55746
109,0.135368,-1.00902,3.71235
112,-0.0903809,-0.776521,3.49951
151,-0.508276,-0.00236352,3.81114
165,0.236082,-0.717967,3.67691
171,-0.155572,-0.27891,3.57752
176,-0.070859,-0.403223,3.67008
187,-0.135346,-0.161594,3.75131
188,-0.159933,0.497018,4.23078
195,-0.308744,0.00455963,3.91151
208,-0.0593457,-0.0344554,3.85226
212,0.0512843,-0.224317,3.90933
213,0.0638929,-0.410373,3.8685
214,-0.100226,-0.970033,3.82039
217,-0.0202943,0.122748,4.11449
218,-0.473515,-0.954397,3.8783
223,0.147786,-0.584483,3.79132
228,0.269546,-0.843315,3.82148
233,-0.0714448,0.386509,4.33327
