track_id,X,Y,Z
0,-0.221049,-0.799552,3.00545
1,-0.27065,-0.859356,2.99938
2,-0.192744,-0.690638,3.03097
3,-0.134321,-0.673149,3.02959
6,-0.225739,-0.745523,3.02061
7,-0.204726,-0.903786,2.96168
11,-0.112652,-0.719977,3.01205
12,-0.207716,-0.864262,3.00048
13,-0.264151,-0.821665,3.04386
14,-0.158526,-0.752917,3.03194
15,-0.282677,-0.911495,3.01526
16,-0.149643,-0.630963,3.07909
17,-0.106661,-0.775558,3.00818
18,-0.160242,-0.854679,2.9742
19,-0.152351,-0.900081,2.93249
20,-0.109364,-0.861861,2.94718
22,-0.162732,-0.804595,3.01264
23,-0.181128,-0.584984,3.0706
24,-0.173311,-0.955702,2.97728
32,-0.0342817,-0.946206,3.03565
38,-0.139998,-1.02347,3.03467
64,-0.0560841,-0.904818,3.07403
68,-0.0770021,-0.764846,3.054
69,-0.11733,-0.83076,2.99466
73,-0.0862354,-0.9723,3.02398
75,-0.0761946,-0.81971,3.02917
78,-0.112363,-0.94238,2.96871
84,-0.235307,-0.580481,3.06506
91,-0.0945604,-0.890251,2.9976
92,-0.0956507,-0.857649,3.06512
100,-0.157814,-0.664112,3.12694
112,-0.114539,-0.725606,3.07056
126,-0.102937,-0.99607,3.0887
131,-0.106319,-0.833375,3.11529
133,-0.0530597,-0.963132,3.09246
137,-0.136465,-0.713666,3.12407
143,-0.112384,-0.769673,3.10884
157,-0.183557,-0.589579,3.06714
