track_id,X,Y,Z
0,0.0167259,-0.61547,1.53195
1,-0.0336042,-0.539679,1.51582
3,0.00318728,-0.391183,1.62105
4,-0.0484337,-0.428564,1.62615
6,-0.0765732,-0.52465,1.56634
7,0.0176144,-0.580918,1.50527
9,-0.0742289,-0.535831,1.52156
10,-0.00155643,-0.376495,1.63997
11,-0.0207317,-0.391125,1.63409
12,-0.0224559,-0.455828,1.59508
13,-0.00703129,-0.419438,1.60354
14,-0.0237625,-0.472529,1.57045
16,-0.0221829,-0.561768,1.50493
21,0.0172697,-0.461309,1.59671
25,-0.0124063,-0.489843,1.55667
26,-0.0577673,-0.524988,1.54639
28,-0.0575824,-0.500785,1.55839
29,-0.0410868,-0.407936,1.63743
30,-0.00326972,-0.533412,1.5209
31,-0.0457991,-0.575909,1.51292
33,0.00987804,-0.558441,1.52031
34,0.0142924,-0.443812,1.61789
42,0.0183789,-0.504136,1.58018
48,0.0227763,-0.484392,1.59356
61,0.00223505,-0.507938,1.54566
62,0.0157206,-0.531256,1.53826
64,0.0226281,-0.518529,1.56105
67,-0.00281381,-0.461051,1.58515
95,0.040336,-0.566957,1.51542
106,0.018353,-0.38779,1.64212
112,0.000891625,-0.485026,1.57772
117,0.0346134,-0.594478,1.52354
118,0.0361404,-0.543038,1.52588
122,0.0341351,-0.50814,1.60358
126,0.0545186,-0.579663,1.53456
128,0.0513314,-0.550662,1.54627
137,0.00608885,-0.416557,1.62394
138,-0.0602912,-0.492443,1.58597
142,-0.0203915,-0.510667,1.5317
166,0.0208665,-0.431824,1.63257
169,0.0285771,-0.468482,1.62357
193,0.0196314,-0.404256,1.66147
208,0.0210194,-0.531958,1.58979
227,0.018336,-0.458597,1.65042
252,0.0291585,-0.558293,1.58808
262,0.0249875,-0.500098,1.62923
263,0.0335311,-0.613132,1.55756
273,0.0241968,-0.412535,1.64026
274,0.00210956,-0.583748,1.60398
275,0.0156541,-0.437573,1.65255
280,0.0139995,-0.560998,1.61435
281,0.0359031,-0.593133,1.57632
286,0.00961503,-0.47965,1.6671
289,-0.0111286,-0.624466,1.5646
