cloud_name,label
41_VID_20230322_131203.ply,41
70_VID_20230321_163929.ply,70
11_VID_20230322_164954.ply,11
60_VID_20230322_111022.ply,60
21_VID_20230322_153754.ply,21
50_VID_20230322_121944.ply,50
77_VID_20230321_154828.ply,77
41_VID_20230322_131225.ply,41
99_VID_20230321_124619.ply,99
34_VID_20230322_135933.ply,34
15_VID_20230322_163419.ply,15
81_VID_20230321_152003.ply,81
25_VID_20230322_151858.ply,25
33_VID_20230322_135504.ply,33
52_VID_20230322_120745.ply,52
81_VID_20230321_152019.ply,81
47_VID_20230322_123743.ply,47
91_VID_20230321_142551.ply,91
5_VID_20230322_171212.ply,5
50_VID_20230322_121932.ply,50
53_VID_20230322_120206.ply,53
87_VID_20230321_144633.ply,87
70_VID_20230321_163423.ply,70
69_VID_20230321_164539.ply,69
25_VID_20230322_152252.ply,25
49_VID_20230322_122253.ply,49
36_VID_20230322_134829.ply,36
87_VID_20230321_144103.ply,87
72_VID_20230321_162844.ply,72
12_VID_20230322_164503.ply,12
30_VID_20230322_145810.ply,30
36_VID_20230322_134816.ply,36
13_VID_20230322_163813.ply,13
43_VID_20230322_125237.ply,43
90_VID_20230321_143103.ply,90
77_VID_20230321_154808.ply,77
47_VID_20230322_123805.ply,47
44_VID_20230322_125756.ply,44
52_VID_20230322_120756.ply,52
22_VID_20230322_153738.ply,22
81_VID_20230321_152503.ply,81
58_VID_20230322_113404.ply,58
34_VID_20230322_135232.ply,34
17_VID_20230322_155549.ply,17
11_VID_20230322_164616.ply,11
81_VID_20230321_152035.ply,81
73_VID_20230321_162311.ply,73
12_VID_20230322_164541.ply,12
33_VID_20230322_135516.ply,33
43_VID_20230322_125359.ply,43
99_VID_20230321_125843.ply,99
96_VID_20230321_135716.ply,96
70_VID_20230321_163457.ply,70
81_VID_20230321_152514.ply,81
81_VID_20230321_152445.ply,81
90_VID_20230321_143552.ply,90
35_VID_20230322_134336.ply,35
30_VID_20230322_145722.ply,30
79_VID_20230321_153552.ply,79
41_VID_20230322_131551.ply,41
12_VID_20230322_164935.ply,12
79_VID_20230321_153038.ply,79
87_VID_20230321_144149.ply,87
43_VID_20230322_125248.ply,43
47_VID_20230322_123233.ply,47
55_VID_20230322_114559.ply,55
12_VID_20230322_164947.ply,12
36_VID_20230322_134802.ply,36
73_VID_20230321_162323.ply,73
43_VID_20230322_125225.ply,43
70_VID_20230321_163915.ply,70
55_VID_20230322_114623.ply,55
50_VID_20230322_122638.ply,50
25_VID_20230322_151848.ply,25
14_VID_20230322_164130.ply,14
77_VID_20230321_154302.ply,77
33_VID_20230322_135843.ply,33
57_VID_20230322_113453.ply,57
61_VID_20230322_110130.ply,61
81_VID_20230321_152454.ply,81
24_VID_20230322_152601.ply,24
35_VID_20230322_134348.ply,35
5_VID_20230322_171232.ply,5
72_VID_20230321_162816.ply,72
55_VID_20230322_114639.ply,55
15_VID_20230322_163031.ply,15
88_VID_20230321_144522.ply,88
81_VID_20230321_152527.ply,81
96_VID_20230321_140101.ply,96
84_VID_20230321_151314.ply,84
73_VID_20230321_162259.ply,73
