track_id,X,Y,Z
0,-0.0966814,-0.41518,1.26186
4,-0.0885776,-0.0571443,1.42296
5,-0.118039,-0.341661,1.28894
7,-0.115667,-0.244217,1.31297
8,-0.167923,-0.396901,1.27578
9,-0.200857,-0.406249,1.29538
11,-0.110715,-0.173832,1.36156
14,-0.133388,-0.381359,1.28581
16,-0.129659,-0.305176,1.3003
20,-0.125741,-0.282994,1.31747
24,-0.141146,-0.460001,1.28699
26,-0.202281,-0.445081,1.29234
34,-0.0833741,-0.275755,1.32327
35,-0.0963396,-0.38182,1.29641
51,-0.176341,-0.464634,1.30903
63,-0.135721,-0.418825,1.27712
88,-0.109295,-0.106966,1.39476
99,-0.0879354,-0.233363,1.33846
106,-0.0790601,-0.131626,1.4298
111,-0.105426,-0.143908,1.38552
116,-0.0742373,-0.326904,1.28344
117,-0.0512786,-0.308082,1.30428
144,-0.0734337,-0.420535,1.29538
158,-0.052881,-0.442682,1.32054
170,-0.0631851,-0.222504,1.37336
176,-0.0897702,-0.201873,1.3584
178,-0.0579236,-0.379418,1.30753
183,-0.0349048,-0.339314,1.30958
194,-0.0567948,-0.411398,1.32947
201,-0.0476842,-0.392813,1.35652
206,-0.103152,-0.184521,1.41929
253,-0.0666497,-0.258368,1.35288
268,-0.0520622,-0.48099,1.32768
269,-0.0555618,-0.29307,1.34957
278,-0.057338,-0.312394,1.31175
285,-0.091043,-0.424239,1.39625
286,-0.08862,-0.0489772,1.46138
288,-0.0903852,-0.0591344,1.42004
289,-0.0967036,-0.0801,1.47926
293,-0.048548,-0.357211,1.33663
295,-0.0572892,-0.472864,1.36245
296,-0.0498233,-0.439311,1.36224
307,-0.0654029,-0.328499,1.34456
311,-0.0658955,-0.454608,1.39222
326,-0.078603,-0.363082,1.36543
