track_id,X,Y,Z
0,-0.454676,-0.743557,2.94426
1,-0.530365,-1.00782,2.9293
2,-0.492516,-0.737742,3.01029
3,-0.537736,-1.04767,2.77966
4,-0.38265,-0.724836,2.95217
5,-0.496423,-0.941528,2.80464
6,-0.473384,-0.834174,2.9262
7,-0.45717,-0.888294,2.84757
8,-0.43968,-0.966324,2.75249
9,-0.438735,-0.507802,3.07827
10,-0.461234,-1.04484,2.73416
11,-0.417936,-0.815734,2.87347
13,-0.513213,-1.09551,2.7304
14,-0.506011,-0.933503,2.94583
16,-0.470825,-0.570095,3.06799
19,-0.314483,-1.01022,2.80526
21,-0.475673,-0.640117,3.03437
22,-0.404173,-0.913541,2.79655
23,-0.491043,-1.15997,2.73425
24,-0.463257,-0.809979,3.00036
26,-0.424794,-1.09532,2.70265
29,-0.358096,-1.15852,2.74353
30,-0.377365,-1.05918,2.74345
39,-0.330942,-0.903732,2.94103
43,-0.377998,-0.513976,3.08888
52,-0.27467,-1.2004,2.79001
59,-0.361289,-0.575527,3.06905
65,-0.284839,-1.13381,2.82775
70,-0.343382,-0.831477,2.93816
71,-0.334397,-0.645927,3.07246
82,-0.352357,-0.784936,2.99361
101,-0.417053,-0.581584,3.02907
104,-0.364335,-0.678128,2.99138
109,-0.41447,-0.638305,3.00319
118,-0.269363,-1.10838,2.92106
140,-0.327934,-1.08528,2.87517
142,-0.366078,-0.509291,3.08941
155,-0.344038,-0.721421,3.04998
161,-0.380161,-0.925044,2.8633
164,-0.315267,-0.994463,2.96754
166,-0.338295,-0.99573,2.88585
173,-0.332238,-0.861748,3.03998
176,-0.31253,-1.06312,3.02081
177,-0.456874,-0.744755,2.94089
187,-0.364213,-1.10315,2.80619
193,-0.401571,-1.03511,2.80245
194,-0.278689,-1.18127,2.9125
212,-0.353143,-0.4997,3.15271
222,-0.338678,-0.934403,3.01069
226,-0.360911,-0.790498,3.07016
239,-0.298766,-1.23693,2.86705
255,-0.284184,-1.15051,2.97624
