track_id,X,Y,Z
0,0.516668,-0.686059,1.82297
1,0.523286,-0.6823,1.81418
2,0.520405,-0.681254,1.81628
3,0.520609,-0.686434,1.81825
4,0.518725,-0.686239,1.82083
5,0.51409,-0.688993,1.82949
6,0.520899,-0.68334,1.81789
7,0.512594,-0.687523,1.83228
8,0.519106,-0.683201,1.81996
9,0.51783,-0.685452,1.82342
11,0.521793,-0.681143,1.8207
12,0.51834,-0.677499,1.83116
13,0.521892,-0.679816,1.82104
14,0.522234,-0.68129,1.81384
15,0.519463,-0.681527,1.82364
16,0.521313,-0.681258,1.81798
17,0.521154,-0.678326,1.82564
19,0.522652,-0.684481,1.81497
20,0.522248,-0.682076,1.81814
21,0.523894,-0.684144,1.81721
24,0.519094,-0.68058,1.82587
25,0.523864,-0.682355,1.8163
26,0.520327,-0.685224,1.82035
27,0.523647,-0.681194,1.81852
31,0.522688,-0.681689,1.82579
34,0.518739,-0.680567,1.83743
36,0.522042,-0.680936,1.82355
47,0.517305,-0.677341,1.84021
49,0.523163,-0.682664,1.82308
53,0.522648,-0.685192,1.81797
60,0.517587,-0.678757,1.84374
61,0.516217,-0.683357,1.84777
68,0.521531,-0.685099,1.82957
87,0.51948,-0.680519,1.83042
90,0.524084,-0.685044,1.81998
102,0.517873,-0.690964,1.83731
104,0.518146,-0.679494,1.8307
110,0.522046,-0.684144,1.8193
113,0.522563,-0.683278,1.82845
114,0.518184,-0.67875,1.83657
126,0.523615,-0.683651,1.81907
140,0.522347,-0.682891,1.82183
141,0.506832,-0.683983,1.87458
143,0.508545,-0.679508,1.85596
144,0.517664,-0.688788,1.82767
156,8.95345,5.06742,-20.6011
