track_id,X,Y,Z
0,-0.747846,-1.22269,6.60778
1,-0.753868,-1.54011,6.39436
2,-0.653108,-2.09249,5.96106
3,-0.786841,-1.81352,6.13479
4,-1.02376,-2.1245,6.25151
5,-0.609749,-1.90154,5.91692
6,-0.854918,-2.05884,6.07047
7,-0.822453,-1.78748,6.38104
8,-2.67864,-0.555192,3.1055
9,-1.81602,-0.555724,4.4662
11,-0.911693,-2.22866,6.15685
12,-0.935112,-2.01598,6.35221
13,-1.07067,-2.14604,6.49868
20,-0.599551,-1.16797,6.51138
23,-0.606875,-1.42011,6.34515
24,-0.635328,-1.34331,6.54152
29,-1.99362,-1.28388,3.89902
31,-0.447608,-1.9993,5.90764
49,-0.696369,-1.99645,6.13141
51,-0.41241,-2.17108,6.0053
76,-0.605052,-1.60944,6.28764
79,-0.679234,-1.68506,6.15529
85,-0.452598,-1.83758,6.00267
86,-0.418382,-1.29457,6.58071
93,-0.605781,-1.83914,6.12232
101,-0.507594,-1.72208,6.18203
109,-0.293864,-1.43473,6.57245
116,-0.446159,-1.11949,6.59141
119,-0.448508,-1.54618,6.35824
121,-0.291355,-1.63066,6.46235
131,-0.468571,-1.39519,6.46006
135,-0.102973,-2.12291,6.45496
153,-0.361918,-1.82021,6.26076
154,-0.301361,-2.13855,6.15522
160,-0.227804,-1.98237,6.45844
171,-0.334964,-1.94951,6.10762
196,-0.314846,-1.81198,6.43457
202,-0.317961,-2.01837,6.30965
220,-0.446184,-1.12068,6.60528
