track_id,X,Y,Z
0,-0.463673,-0.895046,3.44617
1,-0.547203,-1.00653,3.41058
2,-0.427295,-0.695084,3.51647
3,-0.323261,-0.660727,3.53453
6,-0.479529,-0.796467,3.47883
7,-0.410429,-1.07884,3.34792
11,-0.276345,-0.745095,3.50357
12,-0.434367,-1.01282,3.42883
13,-0.556785,-0.943316,3.50236
14,-0.367207,-0.812083,3.52714
15,0.525584,0.937663,-1.81215
16,-0.371734,-0.588911,3.62656
17,-0.262714,-0.848034,3.49204
18,-0.340724,-0.990903,3.39885
19,-0.310156,-1.07098,3.32251
20,-0.240578,-1.00059,3.36764
22,-0.364641,-0.905149,3.4813
23,-0.425828,-0.503164,3.60642
24,-0.363547,-1.18123,3.39143
32,-0.139115,-1.16777,3.54505
38,-0.319033,-1.31373,3.49967
64,-0.169656,-1.09506,3.61007
68,-0.216566,-0.833141,3.58526
69,-0.275924,-0.949416,3.45689
73,-0.210621,-1.21503,3.50155
75,-0.206841,-0.932054,3.53361
78,-0.253611,-1.15382,3.39706
84,-0.518948,-0.496246,3.57751
91,-0.229611,-1.05982,3.46166
92,-0.246673,-1.00752,3.58816
100,-0.39415,-0.657396,3.707
112,-0.295375,-0.76325,3.60939
126,-0.265327,-1.2685,3.61309
131,-0.288138,-0.969326,3.68079
133,-0.1765,-1.20631,3.63935
137,-0.353045,-0.748474,3.70234
143,-0.301308,-0.850088,3.67491
157,-0.430566,-0.511135,3.59858
