track_id,X,Y,Z
0,0.232114,1.59417,6.24716
1,-0.537823,-1.50494,4.98994
2,0.218863,-1.23092,4.35975
3,0.445434,0.662689,5.70985
4,-0.29904,-1.13287,4.65548
5,-0.492934,-0.724517,5.0531
6,-0.468688,-1.8982,4.90935
7,-0.24271,-0.609937,4.97733
8,-0.251591,0.6706,5.79693
9,-0.0664746,-1.00564,4.45999
10,-0.320547,-1.42774,4.59309
11,-0.0325361,-0.748616,4.79414
12,-0.199277,-1.30295,4.37505
13,0.0947518,1.1751,5.94814
14,0.0419387,0.0641992,5.25517
15,-0.286546,-0.307225,5.34359
16,0.079912,0.754776,5.69002
17,0.643564,-0.790269,4.84712
18,-0.125807,1.21434,6.19775
19,0.140138,0.465259,5.57243
20,0.0977722,-0.515951,4.91481
21,-0.281139,-0.914343,4.86952
22,0.770326,-1.45165,4.80121
23,-0.302059,0.0834368,5.74965
24,0.145327,-0.279175,5.10601
25,-0.178252,0.0100298,5.48082
26,0.234201,-0.979667,4.5826
27,0.33093,0.956104,5.87571
28,0.223839,-1.5159,4.50676
40,-0.260651,-1.67648,4.79641
43,0.324139,-0.0899841,5.26446
45,-0.0479753,-1.57065,4.58458
49,0.498966,0.0659818,5.49876
76,-0.0726442,-0.428509,5.14722
85,-0.0135168,0.200555,5.65003
89,0.426364,-0.298443,5.04166
95,0.236166,0.189505,5.46362
98,0.603873,-1.19658,5.02736
117,1.0652,-1.59169,5.05736
129,0.312096,1.45135,6.57157
130,0.457219,-0.587268,5.07432
135,0.654387,-0.292278,5.2601
157,0.298685,-0.794449,4.84705
160,0.888645,-1.3416,5.09091
161,0.515184,1.02567,6.16588
184,0.83289,-0.956723,5.09834
185,0.508508,-1.02098,4.90221
189,0.398712,-1.31906,4.61176
204,0.40596,0.343364,5.6999
205,0.821648,-0.605173,5.09923
236,0.87163,-1.80405,4.99043
247,0.612867,0.256769,5.96817
264,0.388799,0.759119,6.27172
275,1.15386,-1.39998,5.27114
294,1.09746,-1.6039,5.46897
306,0.639058,-0.511017,5.62103
311,0.880473,-1.86128,5.37021
314,0.656867,-0.207292,5.62488
315,0.370409,0.486941,6.01878
322,0.557905,0.0461535,6.20754
323,0.535392,-0.290386,5.98194
329,0.656683,-1.18809,5.05202
