,cloud_name_1,label_1,cloud_name_2,label_2
0,63_VID_20230322_105126.ply,63,77_VID_20230321_154828.ply,77
1,63_VID_20230322_105126.ply,63,87_VID_20230321_144658.ply,87
2,63_VID_20230322_105126.ply,63,41_VID_20230322_131225.ply,41
3,63_VID_20230322_105126.ply,63,73_VID_20230321_162830.ply,73
4,63_VID_20230322_105126.ply,63,73_VID_20230321_162730.ply,73
5,63_VID_20230322_105126.ply,63,47_VID_20230322_123743.ply,47
6,63_VID_20230322_105126.ply,63,87_VID_20230321_144103.ply,87
7,63_VID_20230322_105126.ply,63,73_VID_20230321_162234.ply,73
8,63_VID_20230322_105126.ply,63,73_VID_20230321_162813.ply,73
9,63_VID_20230322_105126.ply,63,77_VID_20230321_154808.ply,77
10,63_VID_20230322_105126.ply,63,83_VID_20230321_151236.ply,83
11,63_VID_20230322_105126.ply,63,73_VID_20230321_162246.ply,73
12,63_VID_20230322_105126.ply,63,41_VID_20230322_131551.ply,41
13,63_VID_20230322_105126.ply,63,87_VID_20230321_144149.ply,87
14,63_VID_20230322_105126.ply,63,47_VID_20230322_123233.ply,47
15,63_VID_20230322_105126.ply,63,73_VID_20230321_162323.ply,73
16,63_VID_20230322_105126.ply,63,77_VID_20230321_154302.ply,77
17,63_VID_20230322_105126.ply,63,57_VID_20230322_113453.ply,57
18,63_VID_20230322_105126.ply,63,84_VID_20230321_150704.ply,84
19,63_VID_20230322_105126.ply,63,88_VID_20230321_144522.ply,88
20,63_VID_20230322_105126.ply,63,84_VID_20230321_151314.ply,84
21,63_VID_20230322_105126.ply,63,73_VID_20230321_162259.ply,73
22,100_VID_20230321_124952.ply,100,77_VID_20230321_154828.ply,77
23,100_VID_20230321_124952.ply,100,87_VID_20230321_144658.ply,87
24,100_VID_20230321_124952.ply,100,41_VID_20230322_131225.ply,41
25,100_VID_20230321_124952.ply,100,73_VID_20230321_162830.ply,73
26,100_VID_20230321_124952.ply,100,73_VID_20230321_162730.ply,73
27,100_VID_20230321_124952.ply,100,47_VID_20230322_123743.ply,47
28,100_VID_20230321_124952.ply,100,87_VID_20230321_144103.ply,87
29,100_VID_20230321_124952.ply,100,73_VID_20230321_162234.ply,73
30,100_VID_20230321_124952.ply,100,73_VID_20230321_162813.ply,73
31,100_VID_20230321_124952.ply,100,77_VID_20230321_154808.ply,77
32,100_VID_20230321_124952.ply,100,83_VID_20230321_151236.ply,83
33,100_VID_20230321_124952.ply,100,73_VID_20230321_162246.ply,73
34,100_VID_20230321_124952.ply,100,41_VID_20230322_131551.ply,41
35,100_VID_20230321_124952.ply,100,87_VID_20230321_144149.ply,87
36,100_VID_20230321_124952.ply,100,47_VID_20230322_123233.ply,47
37,100_VID_20230321_124952.ply,100,73_VID_20230321_162323.ply,73
38,100_VID_20230321_124952.ply,100,77_VID_20230321_154302.ply,77
39,100_VID_20230321_124952.ply,100,57_VID_20230322_113453.ply,57
40,100_VID_20230321_124952.ply,100,84_VID_20230321_150704.ply,84
41,100_VID_20230321_124952.ply,100,88_VID_20230321_144522.ply,88
42,100_VID_20230321_124952.ply,100,84_VID_20230321_151314.ply,84
43,100_VID_20230321_124952.ply,100,73_VID_20230321_162259.ply,73
44,45_VID_20230322_124332.ply,45,77_VID_20230321_154828.ply,77
45,45_VID_20230322_124332.ply,45,87_VID_20230321_144658.ply,87
46,45_VID_20230322_124332.ply,45,41_VID_20230322_131225.ply,41
47,45_VID_20230322_124332.ply,45,73_VID_20230321_162830.ply,73
48,45_VID_20230322_124332.ply,45,73_VID_20230321_162730.ply,73
49,45_VID_20230322_124332.ply,45,47_VID_20230322_123743.ply,47
50,45_VID_20230322_124332.ply,45,87_VID_20230321_144103.ply,87
51,45_VID_20230322_124332.ply,45,73_VID_20230321_162234.ply,73
52,45_VID_20230322_124332.ply,45,73_VID_20230321_162813.ply,73
53,45_VID_20230322_124332.ply,45,77_VID_20230321_154808.ply,77
54,45_VID_20230322_124332.ply,45,83_VID_20230321_151236.ply,83
55,45_VID_20230322_124332.ply,45,73_VID_20230321_162246.ply,73
56,45_VID_20230322_124332.ply,45,41_VID_20230322_131551.ply,41
57,45_VID_20230322_124332.ply,45,87_VID_20230321_144149.ply,87
58,45_VID_20230322_124332.ply,45,47_VID_20230322_123233.ply,47
59,45_VID_20230322_124332.ply,45,73_VID_20230321_162323.ply,73
60,45_VID_20230322_124332.ply,45,77_VID_20230321_154302.ply,77
61,45_VID_20230322_124332.ply,45,57_VID_20230322_113453.ply,57
62,45_VID_20230322_124332.ply,45,84_VID_20230321_150704.ply,84
63,45_VID_20230322_124332.ply,45,88_VID_20230321_144522.ply,88
64,45_VID_20230322_124332.ply,45,84_VID_20230321_151314.ply,84
65,45_VID_20230322_124332.ply,45,73_VID_20230321_162259.ply,73
66,47_VID_20230322_123332.ply,47,77_VID_20230321_154828.ply,77
67,47_VID_20230322_123332.ply,47,87_VID_20230321_144658.ply,87
68,47_VID_20230322_123332.ply,47,41_VID_20230322_131225.ply,41
69,47_VID_20230322_123332.ply,47,73_VID_20230321_162830.ply,73
70,47_VID_20230322_123332.ply,47,73_VID_20230321_162730.ply,73
71,47_VID_20230322_123332.ply,47,47_VID_20230322_123743.ply,47
72,47_VID_20230322_123332.ply,47,87_VID_20230321_144103.ply,87
73,47_VID_20230322_123332.ply,47,73_VID_20230321_162234.ply,73
74,47_VID_20230322_123332.ply,47,73_VID_20230321_162813.ply,73
75,47_VID_20230322_123332.ply,47,77_VID_20230321_154808.ply,77
76,47_VID_20230322_123332.ply,47,83_VID_20230321_151236.ply,83
77,47_VID_20230322_123332.ply,47,73_VID_20230321_162246.ply,73
78,47_VID_20230322_123332.ply,47,41_VID_20230322_131551.ply,41
79,47_VID_20230322_123332.ply,47,87_VID_20230321_144149.ply,87
80,47_VID_20230322_123332.ply,47,47_VID_20230322_123233.ply,47
81,47_VID_20230322_123332.ply,47,73_VID_20230321_162323.ply,73
82,47_VID_20230322_123332.ply,47,77_VID_20230321_154302.ply,77
83,47_VID_20230322_123332.ply,47,57_VID_20230322_113453.ply,57
84,47_VID_20230322_123332.ply,47,84_VID_20230321_150704.ply,84
85,47_VID_20230322_123332.ply,47,88_VID_20230321_144522.ply,88
86,47_VID_20230322_123332.ply,47,84_VID_20230321_151314.ply,84
87,47_VID_20230322_123332.ply,47,73_VID_20230321_162259.ply,73
88,79_VID_20230321_153020.ply,79,77_VID_20230321_154828.ply,77
89,79_VID_20230321_153020.ply,79,87_VID_20230321_144658.ply,87
90,79_VID_20230321_153020.ply,79,41_VID_20230322_131225.ply,41
91,79_VID_20230321_153020.ply,79,73_VID_20230321_162830.ply,73
92,79_VID_20230321_153020.ply,79,73_VID_20230321_162730.ply,73
93,79_VID_20230321_153020.ply,79,47_VID_20230322_123743.ply,47
94,79_VID_20230321_153020.ply,79,87_VID_20230321_144103.ply,87
95,79_VID_20230321_153020.ply,79,73_VID_20230321_162234.ply,73
96,79_VID_20230321_153020.ply,79,73_VID_20230321_162813.ply,73
97,79_VID_20230321_153020.ply,79,77_VID_20230321_154808.ply,77
98,79_VID_20230321_153020.ply,79,83_VID_20230321_151236.ply,83
99,79_VID_20230321_153020.ply,79,73_VID_20230321_162246.ply,73
100,79_VID_20230321_153020.ply,79,41_VID_20230322_131551.ply,41
101,79_VID_20230321_153020.ply,79,87_VID_20230321_144149.ply,87
102,79_VID_20230321_153020.ply,79,47_VID_20230322_123233.ply,47
103,79_VID_20230321_153020.ply,79,73_VID_20230321_162323.ply,73
104,79_VID_20230321_153020.ply,79,77_VID_20230321_154302.ply,77
105,79_VID_20230321_153020.ply,79,57_VID_20230322_113453.ply,57
106,79_VID_20230321_153020.ply,79,84_VID_20230321_150704.ply,84
107,79_VID_20230321_153020.ply,79,88_VID_20230321_144522.ply,88
108,79_VID_20230321_153020.ply,79,84_VID_20230321_151314.ply,84
109,79_VID_20230321_153020.ply,79,73_VID_20230321_162259.ply,73
110,33_VID_20230322_135907.ply,33,77_VID_20230321_154828.ply,77
111,33_VID_20230322_135907.ply,33,87_VID_20230321_144658.ply,87
112,33_VID_20230322_135907.ply,33,41_VID_20230322_131225.ply,41
113,33_VID_20230322_135907.ply,33,73_VID_20230321_162830.ply,73
114,33_VID_20230322_135907.ply,33,73_VID_20230321_162730.ply,73
115,33_VID_20230322_135907.ply,33,47_VID_20230322_123743.ply,47
116,33_VID_20230322_135907.ply,33,87_VID_20230321_144103.ply,87
117,33_VID_20230322_135907.ply,33,73_VID_20230321_162234.ply,73
118,33_VID_20230322_135907.ply,33,73_VID_20230321_162813.ply,73
119,33_VID_20230322_135907.ply,33,77_VID_20230321_154808.ply,77
120,33_VID_20230322_135907.ply,33,83_VID_20230321_151236.ply,83
121,33_VID_20230322_135907.ply,33,73_VID_20230321_162246.ply,73
122,33_VID_20230322_135907.ply,33,41_VID_20230322_131551.ply,41
123,33_VID_20230322_135907.ply,33,87_VID_20230321_144149.ply,87
124,33_VID_20230322_135907.ply,33,47_VID_20230322_123233.ply,47
125,33_VID_20230322_135907.ply,33,73_VID_20230321_162323.ply,73
126,33_VID_20230322_135907.ply,33,77_VID_20230321_154302.ply,77
127,33_VID_20230322_135907.ply,33,57_VID_20230322_113453.ply,57
128,33_VID_20230322_135907.ply,33,84_VID_20230321_150704.ply,84
129,33_VID_20230322_135907.ply,33,88_VID_20230321_144522.ply,88
130,33_VID_20230322_135907.ply,33,84_VID_20230321_151314.ply,84
131,33_VID_20230322_135907.ply,33,73_VID_20230321_162259.ply,73
