track_id,X,Y,Z
0,-3.87231,-8.4962,14.7886
1,-4.97923,-1.33163,20.1615
2,-4.93818,-2.81853,19.2745
3,-2.74276,-5.20102,15.7544
4,-3.73148,-2.93547,17.6677
7,-4.26536,-6.14663,16.2299
9,-2.16775,-2.09952,17.7878
13,-3.94092,-4.71255,16.9104
14,0.0950653,-9.59952,14.2901
16,-0.845701,-8.19223,14.442
17,-1.60666,-6.80535,15.008
20,-4.27414,-4.21656,18.7999
21,-4.41874,-7.89451,17.1608
24,-1.92097,-0.622054,18.9422
25,-0.52088,-3.09874,17.0726
26,-2.26286,-9.29991,14.6062
27,-2.37453,-3.69043,16.9109
28,-2.97353,-10.122,16.0938
29,-2.99535,-7.27754,16.1161
30,-3.54524,-1.72825,18.7785
34,0.0972755,-11.1998,15.3044
43,-0.96659,-5.17551,15.0477
44,-1.26951,0.290455,20.1724
50,-0.459478,-1.74481,18.321
53,1.57425,-8.8408,15.004
59,0.857874,-5.03339,15.5625
63,-2.92529,0.842777,20.4129
65,1.75745,-7.00245,15.6887
87,0.198026,-6.57417,14.7988
91,-3.67572,-0.137408,19.4714
98,3.02006,-8.6093,16.0415
118,0.687151,-3.39675,18.8792
119,3.03868,-10.3453,16.2209
123,2.85183,-7.71257,17.4369
134,1.72058,-5.84493,17.2663
135,1.39551,-11.4568,16.5083
147,-1.26764,0.391512,20.3038
149,0.628486,-4.5313,17.3912
153,-0.695292,-0.782582,22.5861
163,3.51613,-9.58392,18.0205
167,-0.465272,-2.6163,21.9667
182,-1.38248,-1.24463,20.9375
196,-2.79159,0.342616,23.9343
199,0.527819,-3.96793,20.8241
