track_id,X,Y,Z
0,-0.381567,-0.761416,2.02172
1,-0.442215,-0.518676,1.85467
2,-0.342955,-0.036316,2.05703
3,-0.317931,-0.105906,1.95508
4,-0.5344,-0.535278,1.95872
5,-0.320887,0.0855027,2.09069
6,-0.0444462,-0.616265,1.86249
7,-0.309484,-0.540556,1.8309
8,-0.229332,0.0285116,2.00032
9,-0.289128,-0.308955,1.91336
10,-0.380463,-0.424801,1.92609
11,-0.202141,-0.487793,1.87922
12,0.0857762,-0.617868,1.88044
13,-0.228253,0.155977,2.0457
14,-0.418161,-0.762406,2.15169
15,-0.385772,-0.649138,1.93323
16,-0.182445,-0.644556,1.84972
17,-0.0558115,-0.263446,1.90973
18,-0.372283,-0.858778,2.09423
19,-0.358406,-0.120489,2.13511
21,-0.388118,-0.43854,2.22957
22,-0.349281,-0.37213,2.05453
23,-0.167114,-0.34803,1.88786
24,-0.0502461,-0.39911,1.86995
25,-0.286951,-0.190079,1.88932
26,-0.399495,-0.237431,2.11892
27,0.101589,-0.492977,1.92285
29,-0.20735,-0.720704,1.95285
30,-0.340506,-0.231965,2.00167
33,-0.012004,0.0569703,2.09088
43,-0.0196932,-0.521643,1.95079
46,-0.188332,-0.0967624,1.95758
49,-0.177601,-0.21888,1.92406
50,-0.274529,0.201361,2.13026
68,-0.106126,-0.0182986,2.01834
73,-0.24816,-0.847786,2.14983
79,0.0262689,-0.0714822,2.07255
96,-0.133067,0.0924145,2.07187
100,-0.0630413,-0.140101,1.99313
108,-0.160651,0.241879,2.21143
110,0.172005,-0.43014,2.00138
122,0.0341546,-0.23807,2.0068
127,0.028508,-0.371055,1.97855
148,0.0250663,-0.773591,2.13133
151,0.210344,-0.512485,2.07607
160,-0.172707,0.309278,2.1199
163,0.00190196,-0.872485,2.07587
168,-0.368619,-0.858555,2.09791
170,0.151455,-0.635863,2.02694
187,0.0667432,-0.266254,2.12714
206,0.00707497,-0.156668,2.18157
213,0.129579,-0.397253,2.13172
