track_id,X,Y,Z
1,0.0163129,-0.325856,1.62025
2,-0.0311372,-0.682369,1.4983
3,-0.0376338,-0.37077,1.6011
4,0.0420237,-0.429619,1.6199
5,-0.0390253,-0.433332,1.61703
7,-0.0260222,-0.339894,1.62934
8,-0.109151,-0.644288,1.54088
9,0.00679933,-0.601912,1.48303
10,-0.00111544,-0.490548,1.56055
11,-0.0406616,-0.543524,1.53649
12,0.0067736,-0.405161,1.63215
13,0.0241727,-0.46488,1.5898
14,0.0391643,-0.64421,1.49429
15,0.073537,-0.735749,1.55344
17,0.083432,-0.634644,1.50534
18,0.0569877,-0.50369,1.60687
20,0.0156333,-0.544489,1.51937
21,0.0334766,-0.56608,1.48842
22,0.0495529,-0.603167,1.50757
24,-0.12057,-0.677308,1.54976
25,0.0535919,-0.683516,1.52021
26,0.0354917,-0.536337,1.55897
27,0.0786922,-0.581021,1.56798
30,-0.0457832,-0.72747,1.54486
33,0.0632106,-0.549779,1.59647
35,0.0799877,-0.618031,1.5456
57,0.0435446,-0.573565,1.53809
68,0.0895575,-0.661536,1.53928
72,0.0275942,-0.715355,1.50948
78,0.0930452,-0.669504,1.58742
82,0.0648246,-0.696878,1.56501
96,0.00723153,-0.751703,1.55661
97,0.0697587,-0.629306,1.59225
113,0.0578067,-0.700942,1.61221
165,0.0415873,-0.734686,1.58529
168,0.0456488,-0.592087,1.59727
179,0.0295582,-0.665479,1.62758
184,-0.00120635,-0.519897,1.62875
186,0.00713433,-0.588536,1.62221
192,0.0329568,-0.487959,1.63433
194,0.0149089,-0.356058,1.6519
199,-0.00247384,-0.753282,1.55774
202,-0.000622574,-0.453253,1.63222
212,-0.033033,-0.734826,1.58855
214,-0.0750598,-0.704457,1.58975
215,0.0101797,-0.407517,1.63619
