track_id,X,Y,Z
0,-0.0673494,-0.475218,1.24185
1,-0.0520717,-0.406759,1.25959
2,-0.0611839,-0.388527,1.27704
3,-0.055207,-0.45095,1.24757
4,-0.0502434,-0.496281,1.24316
5,-0.107102,-0.507393,1.23781
6,-0.0645579,-0.368627,1.30779
7,-0.0381563,-0.369069,1.31214
8,-0.108589,-0.48117,1.23854
9,-0.0829393,-0.452128,1.25265
10,-0.097224,-0.461633,1.23604
11,-0.0699513,-0.42931,1.25936
12,-0.0841933,-0.493441,1.23922
13,-0.131837,-0.517815,1.25909
14,-0.0950688,-0.425651,1.27594
15,-0.0769834,-0.405316,1.27101
16,-0.0380272,-0.451828,1.26809
19,-0.043456,-0.401416,1.2894
20,-0.0377397,-0.42713,1.27537
22,-0.105039,-0.446985,1.27097
23,-0.0434705,-0.475844,1.25904
25,2.34966,4.11234,-12.0646
36,-0.0286281,-0.420209,1.29892
42,-0.0359727,-0.400432,1.31684
64,-0.0338327,-0.471897,1.28457
67,-0.045747,-0.50778,1.28897
70,-0.100113,-0.532609,1.24659
73,-0.0313815,-0.446783,1.30234
81,-0.0515464,-0.515653,1.26425
88,-0.0540625,-0.534184,1.28661
116,-0.0568894,-0.487813,1.3026
122,-0.0402503,-0.428112,1.32103
