track_id,X,Y,Z
1,-0.197573,-0.721288,1.45978
2,-0.240383,-0.684231,1.43235
3,-0.31777,-0.659729,1.48863
5,-0.308367,-0.461042,1.59552
6,-0.33051,-0.493755,1.65327
8,-0.339046,-0.613201,1.56646
9,-0.319858,-0.492916,1.61282
11,-0.299101,-0.569926,1.53112
14,-0.305972,-0.521713,1.58945
15,-0.285151,-0.630894,1.47317
16,-0.321009,-0.424844,1.6455
17,-0.305192,-0.390043,1.64306
19,-0.311392,-0.551316,1.56152
20,-0.297646,-0.685374,1.46469
22,-0.312748,-0.735241,1.53281
24,-0.330516,-0.648234,1.55029
26,-0.309219,-0.71624,1.48705
27,-0.303754,-0.412392,1.61369
28,-0.254526,-0.654662,1.45735
30,-0.328025,-0.597848,1.60377
31,-0.324237,-0.457856,1.66965
36,-0.253012,-0.610295,1.48031
38,-0.256127,-0.475387,1.59231
46,-0.278499,-0.586929,1.50309
47,-0.237436,-0.583564,1.50531
54,-0.236816,-0.529431,1.54999
56,-0.289035,-0.518611,1.56138
59,-0.257497,-0.50159,1.56272
62,-0.360346,-0.677704,1.52211
65,-0.272448,-0.548747,1.54714
79,-0.218353,-0.648438,1.42761
88,-0.17972,-0.651429,1.44047
91,-0.238205,-0.563676,1.53552
92,-0.199127,-0.685909,1.43969
101,-0.231355,-0.616891,1.44719
109,-0.194756,-0.611843,1.46093
110,-0.251097,-0.424211,1.62394
116,-0.28049,-0.442887,1.60978
120,-0.201316,-0.551526,1.55237
128,-0.247237,-0.452237,1.60858
134,-0.220023,-0.497648,1.58669
162,-0.246135,-0.407406,1.65026
165,-0.308921,-0.608768,1.49867
196,-0.210341,-0.595154,1.54291
203,-0.199481,-0.725947,1.46389
238,-0.183535,-0.624832,1.52981
239,-0.200943,-0.541712,1.5965
246,-0.233119,-0.457083,1.63653
253,-0.15963,-0.66864,1.50385
256,-0.252701,-0.609843,1.48213
257,-0.16308,-0.703092,1.4819
259,-0.250611,-0.421678,1.61773
273,-0.214152,-0.483706,1.62585
275,-0.181857,-0.632638,1.57805
279,-0.183567,-0.671532,1.5698
284,-0.201255,-0.512268,1.65596
285,-0.267795,-0.390307,1.61669
