track_id,X,Y,Z
0,-1.77426,0.0660982,11.8314
1,-2.44062,-3.82154,9.94944
2,-2.07989,-0.799389,11.1552
3,-1.89206,-1.30022,11.6587
4,-1.82833,-2.37782,11.3245
5,-2.11244,-1.72498,10.5303
6,-2.66886,-3.45202,10.3052
7,-1.76548,-1.27283,10.4227
8,-1.35088,0.792251,12.0129
10,-2.33718,-3.04418,10.6142
11,-1.94831,-1.8871,11.6124
12,-1.88043,-2.34706,10.7628
13,-1.59683,-0.342143,12.162
14,-2.41774,-3.11014,9.97537
15,-1.97477,-2.31226,9.69335
17,-1.91293,-2.19723,10.2353
20,-1.81023,-2.44933,9.15404
21,-1.69791,-1.31623,11.04
23,-1.64313,-0.730434,10.7162
24,-2.07137,-2.69251,10.1075
25,-1.47109,0.448272,11.5368
28,-1.94122,-2.89051,9.64
29,-1.61321,-3.01007,9.23737
31,-1.34832,-0.0657073,11.2151
33,-1.38343,-2.8984,11.2229
44,-1.98902,-3.45309,9.7153
45,-0.943006,0.346484,11.2957
47,-1.74094,-1.7145,10.0398
57,-1.27071,-2.68023,8.94647
58,-0.995749,-1.81405,9.79544
61,-1.36085,-3.48764,9.44078
67,-1.27882,-2.17431,9.04148
72,-0.761824,-3.47923,9.31603
74,-1.26001,-1.43808,10.1251
79,-1.14863,-0.361876,10.7945
91,-0.969768,0.825527,11.5898
93,-1.16587,-0.993289,10.4528
96,-1.748,-3.95599,9.99742
112,-1.57544,-2.04023,9.44273
113,-1.73066,-0.380569,11.1984
117,-0.42475,-1.87454,9.939
118,-0.438378,-2.96623,9.23152
122,-0.674939,-1.42435,10.283
126,-0.690951,-0.855901,10.8025
128,-0.837738,-2.40765,9.28168
135,-0.288258,-2.60326,9.68972
138,-0.603166,0.0612699,11.6414
141,-0.35394,-3.80306,9.61781
143,0.0322459,-3.16737,9.55939
161,-0.526554,-0.550624,11.8944
162,-0.870112,-0.291368,11.2042
170,-0.408998,-1.33142,10.765
186,-1.07723,-2.94276,9.3288
190,-0.986669,0.815315,11.6706
