track_id,X,Y,Z
0,-0.08484,-0.263631,1.00173
1,-0.123181,-0.212441,1.03154
3,-0.101145,-0.230418,1.01573
4,-0.0646846,-0.240822,1.00239
5,-0.110196,-0.145552,1.08746
6,-0.0964258,-0.1986,1.0173
7,-0.0902662,-0.0611626,1.11918
8,-0.134433,-0.172245,1.09278
9,-0.112858,-0.0990861,1.1189
10,-0.00712326,-0.237804,1.04862
11,-0.136547,-0.126364,1.11856
13,-0.0828347,-0.0917955,1.11597
14,-0.085628,-0.127488,1.09027
15,-0.111919,-0.123379,1.10238
16,-0.0708197,-0.214691,1.0198
17,-0.0992456,-0.177736,1.03748
18,-0.105336,-0.024469,1.15731
19,-0.142531,-0.290973,1.05631
20,-0.128851,-0.240593,1.04324
23,-0.140931,-0.262875,1.06023
30,-0.100169,-0.0461595,1.14414
35,-0.0686353,-0.18838,1.03139
37,-0.0578604,-0.280199,1.00497
40,-0.133828,-0.0998736,1.12635
42,-0.0611797,-0.143439,1.10671
46,-0.0107652,-0.27146,1.04011
49,-0.0305468,-0.279833,1.0188
51,-0.0646106,-0.0758128,1.13148
52,-0.0463131,-0.219408,1.0468
61,-0.12115,-0.0584643,1.13013
69,-0.0780477,-0.177696,1.05526
74,-0.0603515,-0.163012,1.07433
85,-0.0694244,-0.112334,1.10845
93,-0.0509151,-0.185531,1.05917
105,-0.0363662,-0.250213,1.04052
112,-0.0476457,-0.255965,1.01673
129,0.00326978,-0.262404,1.06673
134,-0.0709717,-0.0466065,1.13663
145,-0.0604716,-0.0623332,1.1585
146,-0.0246659,-0.302078,1.04217
148,-0.0278551,-0.25187,1.13862
152,-0.0610054,-0.126375,1.13405
162,-0.0520381,-0.300967,1.02648
169,-0.0621733,-0.0848699,1.17426
174,-0.0615189,-0.326883,1.04232
175,-0.0552417,-0.157212,1.13389
176,-0.0498412,-0.18106,1.12324
179,-0.0647326,-0.111014,1.16879
188,-0.0463278,-0.190177,1.09315
192,-0.0119133,-0.291241,1.07094
233,-0.0604098,-0.206717,1.13619
245,0.00807842,-0.234194,1.07945
267,-0.0648268,-0.266031,1.12444
278,-0.11141,-0.329175,1.10986
280,-0.0543121,-0.242493,1.12148
286,-0.0363013,-0.312104,1.06382
296,-0.0373013,-0.266432,1.09812
