track_id,X,Y,Z
2,-0.133118,-0.551048,1.81624
3,-0.188398,-0.715535,1.96108
5,-0.145533,-0.296111,1.87011
6,-0.199183,-0.377765,1.95872
7,-0.193413,-0.456367,1.85008
8,-0.196816,-0.644608,1.90646
10,-0.106037,-0.134774,1.96371
11,-0.101887,-0.382378,1.818
12,-0.171287,-0.181012,2.00844
14,-0.155002,-0.38518,1.88247
15,-0.118339,-0.631031,1.85354
17,-0.0557313,-0.660654,1.79447
18,-0.198269,-0.322474,2.03313
19,-0.168796,-0.528801,1.89557
20,-0.122384,-0.464262,1.7908
24,-0.188562,-0.203874,2.08312
26,-0.0414965,-0.713711,1.89526
29,-0.0328572,-0.560974,1.78156
42,0.0433235,-0.513584,1.80181
48,0.113588,-0.668468,1.81991
57,-0.0336312,-0.436893,1.79502
62,-0.166623,-0.103753,2.06602
68,-0.051635,-0.310781,1.8851
78,0.0914984,-0.585995,1.82199
80,-0.148611,0.133606,2.14127
88,-0.136032,-0.0292557,1.97701
96,0.0634141,-0.412314,1.9106
102,0.0173885,-0.631889,1.82247
103,0.00183884,-0.230602,1.98976
126,-0.0284153,-0.147404,2.00569
128,-0.0591241,-0.0572557,2.00928
131,-0.000384993,-0.362365,1.929
149,0.101219,-0.47754,1.92518
177,0.0152927,-0.460611,1.85754
178,-0.0607993,-0.671988,1.8095
186,0.104549,-0.551243,1.90152
187,-0.0936021,-0.25316,1.93329
195,0.126077,-0.635473,1.88406
211,-0.0536615,-0.000995772,2.10387
