track_id,X,Y,Z
0,-0.376909,-1.7094,6.86611
1,-0.282232,-1.82413,6.25421
2,-0.544323,-2.51135,5.64484
3,-0.720044,-2.72018,5.67667
4,-0.47707,-2.18545,6.06542
5,-0.544689,-3.21433,5.6925
6,-0.715743,-2.40722,6.24413
7,-0.863014,-3.20973,5.58521
8,-0.269812,-2.49715,5.62521
9,-1.2348,-2.80216,6.1516
10,-0.0956604,-1.34407,6.95089
11,-0.633414,-2.1869,6.31215
12,-1.32371,-2.76184,6.39077
14,-1.40386,-2.93995,6.26798
15,-1.01926,-3.05524,5.90003
16,-0.448291,-1.86888,6.46405
17,-0.406755,-2.04995,6.28822
18,-1.14998,-3.27568,5.96069
19,-1.22719,-3.04203,6.08182
20,-0.739719,-2.56828,6.0001
21,-0.785136,-3.09305,5.77033
23,-0.503958,-2.34324,5.84881
24,-0.396317,-2.72729,5.60949
26,-1.05363,-2.70918,6.2878
27,-0.752637,-2.36386,6.51625
28,-0.812884,-3.51546,5.70894
29,-0.0811241,-2.46052,5.81395
30,-0.143835,-3.14707,5.77527
32,0.0690975,-2.19678,6.1785
35,-1.01591,-2.90827,6.1359
36,-0.53244,-2.92196,5.7108
37,-0.564395,-2.07105,6.51137
38,-0.208927,-2.16598,6.13833
39,-0.0208917,-1.74151,6.65685
40,-0.272592,-2.34148,5.96759
42,0.0801626,-2.82983,5.87296
43,-0.267873,-1.83474,6.6338
45,-0.553018,-3.44716,5.71753
47,-0.068817,-2.00265,6.26709
54,-0.0237352,-2.42018,6.08986
59,0.0957764,-3.42945,6.01099
61,-0.319372,-3.56392,5.91529
62,-0.0888419,-1.80637,6.41522
69,-0.390002,-3.08595,5.7944
73,0.320566,-3.11466,6.12692
77,-0.361968,-3.28779,5.84304
84,0.259425,-3.34803,6.19298
85,0.351578,-2.97828,6.40714
88,0.104262,-1.44288,7.01871
89,0.112566,-3.07141,5.97494
96,-0.119928,-2.71207,5.88147
99,-0.257439,-2.89518,5.77609
104,0.0575018,-2.67164,6.09704
111,0.123442,-2.55284,6.36168
131,0.158045,-2.94464,6.24526
137,0.417253,-3.21944,6.33691
149,-0.0238642,-2.03001,6.51369
151,0.116506,-2.31175,6.48574
163,-0.024269,-2.24435,6.6908
220,-0.0229562,-1.73056,6.64667
