track_id,X,Y,Z
0,-1.49369,0.968679,13.0589
1,-1.43335,-0.7032,12.0702
2,-1.48849,-1.13911,12.5826
3,-1.29925,1.5982,12.9824
4,-1.18189,-0.086687,12.0746
5,-1.05454,-0.880958,11.6042
6,-1.24024,0.103123,12.7222
7,-2.01492,-2.24263,10.8221
8,-1.83129,-1.8557,11.2005
9,-1.02351,2.04954,13.5123
12,-1.53359,0.340759,13.2485
13,-1.15959,-0.292137,13.1938
14,-1.41776,-3.33172,11.2308
15,-1.41823,0.598232,12.3414
16,-1.46286,-1.75688,10.7637
17,-1.86595,-2.39469,11.4336
18,-1.61427,-2.4884,10.4243
19,-1.67501,-2.8065,10.9429
21,-1.23354,-1.75515,12.6172
23,-1.11073,-3.64532,10.7661
24,-1.28494,-1.31716,12.0087
26,-0.532311,-1.39836,11.2062
29,-0.655575,-3.20954,10.3154
33,-0.862983,0.718279,12.1232
35,-1.16944,-3.08642,10.6756
37,-1.19538,-2.0833,10.4263
39,-0.659308,0.180333,11.8809
44,-0.251846,1.43749,12.8431
46,-0.155983,-0.938148,11.462
51,-0.655838,-0.474884,11.811
62,-1.06086,-2.61569,10.2917
74,0.138795,-1.50442,11.1104
77,-0.71976,1.89114,12.9845
79,-1.00283,0.955931,12.6293
97,-0.605729,-2.18508,10.3856
98,0.188793,-0.569798,11.9184
112,-0.136668,-2.82781,10.4984
117,-1.09158,-3.81025,11.3966
121,-0.892801,-1.81851,10.8496
123,0.431967,-1.12748,11.5952
126,-0.590046,-3.96535,10.8759
132,-0.092822,-0.00731829,12.0717
140,1.50433,-3.26255,11.4886
143,0.709661,-4.41685,11.7296
153,-0.0279971,0.604667,12.6857
157,0.593759,-3.54029,11.0099
159,0.997179,-3.16561,11.3236
164,1.58943,-3.73476,11.4808
166,0.286137,-2.07815,11.2547
168,-0.433941,0.966626,12.4188
178,0.0688468,-2.52871,10.9519
180,0.700794,-2.6409,11.4671
185,-0.353959,-2.08888,10.9803
216,0.590855,-1.7211,11.7442
220,0.659392,-0.954808,12.2044
226,0.959802,-3.84356,11.4187
243,0.257865,0.0935953,13.0652
245,0.153635,-4.38849,11.6183
246,0.156793,-3.14572,11.0312
