Unnamed: 0,cloud_name_1,label_1,cloud_name_2,label_2
28,63_VID_20230322_105126.ply,63,81_VID_20230321_151934.ply,81
115,63_VID_20230322_105126.ply,63,67_VID_20230321_165459.ply,67
143,63_VID_20230322_105126.ply,63,8_VID_20230322_170756.ply,8
192,63_VID_20230322_105126.ply,63,80_VID_20230321_153554.ply,80
204,63_VID_20230322_105126.ply,63,80_VID_20230321_153504.ply,80
242,63_VID_20230322_105126.ply,63,35_VID_20230322_134810.ply,35
318,63_VID_20230322_105126.ply,63,80_VID_20230321_153532.ply,80
340,63_VID_20230322_105126.ply,63,80_VID_20230321_153618.ply,80
442,63_VID_20230322_105126.ply,63,12_VID_20230322_165003.ply,12
487,63_VID_20230322_105126.ply,63,8_VID_20230322_170824.ply,8
510,63_VID_20230322_105126.ply,63,26_VID_20230322_151716.ply,26
530,63_VID_20230322_105126.ply,63,80_VID_20230321_153518.ply,80
679,63_VID_20230322_105126.ply,63,26_VID_20230322_151646.ply,26
808,63_VID_20230322_105126.ply,63,35_VID_20230322_134821.ply,35
839,63_VID_20230322_105126.ply,63,81_VID_20230321_151949.ply,81
913,63_VID_20230322_105126.ply,63,8_VID_20230322_170810.ply,8
1023,100_VID_20230321_124952.ply,100,81_VID_20230321_151934.ply,81
1110,100_VID_20230321_124952.ply,100,67_VID_20230321_165459.ply,67
1138,100_VID_20230321_124952.ply,100,8_VID_20230322_170756.ply,8
1187,100_VID_20230321_124952.ply,100,80_VID_20230321_153554.ply,80
1199,100_VID_20230321_124952.ply,100,80_VID_20230321_153504.ply,80
1237,100_VID_20230321_124952.ply,100,35_VID_20230322_134810.ply,35
1313,100_VID_20230321_124952.ply,100,80_VID_20230321_153532.ply,80
1335,100_VID_20230321_124952.ply,100,80_VID_20230321_153618.ply,80
1437,100_VID_20230321_124952.ply,100,12_VID_20230322_165003.ply,12
1482,100_VID_20230321_124952.ply,100,8_VID_20230322_170824.ply,8
1505,100_VID_20230321_124952.ply,100,26_VID_20230322_151716.ply,26
1525,100_VID_20230321_124952.ply,100,80_VID_20230321_153518.ply,80
1674,100_VID_20230321_124952.ply,100,26_VID_20230322_151646.ply,26
1803,100_VID_20230321_124952.ply,100,35_VID_20230322_134821.ply,35
1834,100_VID_20230321_124952.ply,100,81_VID_20230321_151949.ply,81
1908,100_VID_20230321_124952.ply,100,8_VID_20230322_170810.ply,8
2017,45_VID_20230322_124332.ply,45,81_VID_20230321_151934.ply,81
2104,45_VID_20230322_124332.ply,45,67_VID_20230321_165459.ply,67
2132,45_VID_20230322_124332.ply,45,8_VID_20230322_170756.ply,8
2181,45_VID_20230322_124332.ply,45,80_VID_20230321_153554.ply,80
2193,45_VID_20230322_124332.ply,45,80_VID_20230321_153504.ply,80
2231,45_VID_20230322_124332.ply,45,35_VID_20230322_134810.ply,35
2307,45_VID_20230322_124332.ply,45,80_VID_20230321_153532.ply,80
2329,45_VID_20230322_124332.ply,45,80_VID_20230321_153618.ply,80
2431,45_VID_20230322_124332.ply,45,12_VID_20230322_165003.ply,12
2476,45_VID_20230322_124332.ply,45,8_VID_20230322_170824.ply,8
2499,45_VID_20230322_124332.ply,45,26_VID_20230322_151716.ply,26
2519,45_VID_20230322_124332.ply,45,80_VID_20230321_153518.ply,80
2668,45_VID_20230322_124332.ply,45,26_VID_20230322_151646.ply,26
2797,45_VID_20230322_124332.ply,45,35_VID_20230322_134821.ply,35
2828,45_VID_20230322_124332.ply,45,81_VID_20230321_151949.ply,81
2902,45_VID_20230322_124332.ply,45,8_VID_20230322_170810.ply,8
3010,47_VID_20230322_123332.ply,47,81_VID_20230321_151934.ply,81
3097,47_VID_20230322_123332.ply,47,67_VID_20230321_165459.ply,67
3125,47_VID_20230322_123332.ply,47,8_VID_20230322_170756.ply,8
3174,47_VID_20230322_123332.ply,47,80_VID_20230321_153554.ply,80
3186,47_VID_20230322_123332.ply,47,80_VID_20230321_153504.ply,80
3224,47_VID_20230322_123332.ply,47,35_VID_20230322_134810.ply,35
3300,47_VID_20230322_123332.ply,47,80_VID_20230321_153532.ply,80
3322,47_VID_20230322_123332.ply,47,80_VID_20230321_153618.ply,80
3424,47_VID_20230322_123332.ply,47,12_VID_20230322_165003.ply,12
3469,47_VID_20230322_123332.ply,47,8_VID_20230322_170824.ply,8
3492,47_VID_20230322_123332.ply,47,26_VID_20230322_151716.ply,26
3512,47_VID_20230322_123332.ply,47,80_VID_20230321_153518.ply,80
3661,47_VID_20230322_123332.ply,47,26_VID_20230322_151646.ply,26
3790,47_VID_20230322_123332.ply,47,35_VID_20230322_134821.ply,35
3821,47_VID_20230322_123332.ply,47,81_VID_20230321_151949.ply,81
3895,47_VID_20230322_123332.ply,47,8_VID_20230322_170810.ply,8
4002,79_VID_20230321_153020.ply,79,81_VID_20230321_151934.ply,81
4089,79_VID_20230321_153020.ply,79,67_VID_20230321_165459.ply,67
4117,79_VID_20230321_153020.ply,79,8_VID_20230322_170756.ply,8
4166,79_VID_20230321_153020.ply,79,80_VID_20230321_153554.ply,80
4178,79_VID_20230321_153020.ply,79,80_VID_20230321_153504.ply,80
4216,79_VID_20230321_153020.ply,79,35_VID_20230322_134810.ply,35
4292,79_VID_20230321_153020.ply,79,80_VID_20230321_153532.ply,80
4314,79_VID_20230321_153020.ply,79,80_VID_20230321_153618.ply,80
4416,79_VID_20230321_153020.ply,79,12_VID_20230322_165003.ply,12
4461,79_VID_20230321_153020.ply,79,8_VID_20230322_170824.ply,8
4484,79_VID_20230321_153020.ply,79,26_VID_20230322_151716.ply,26
4504,79_VID_20230321_153020.ply,79,80_VID_20230321_153518.ply,80
4653,79_VID_20230321_153020.ply,79,26_VID_20230322_151646.ply,26
4782,79_VID_20230321_153020.ply,79,35_VID_20230322_134821.ply,35
4813,79_VID_20230321_153020.ply,79,81_VID_20230321_151949.ply,81
4887,79_VID_20230321_153020.ply,79,8_VID_20230322_170810.ply,8
4993,33_VID_20230322_135907.ply,33,81_VID_20230321_151934.ply,81
5080,33_VID_20230322_135907.ply,33,67_VID_20230321_165459.ply,67
5108,33_VID_20230322_135907.ply,33,8_VID_20230322_170756.ply,8
5157,33_VID_20230322_135907.ply,33,80_VID_20230321_153554.ply,80
5169,33_VID_20230322_135907.ply,33,80_VID_20230321_153504.ply,80
5207,33_VID_20230322_135907.ply,33,35_VID_20230322_134810.ply,35
5283,33_VID_20230322_135907.ply,33,80_VID_20230321_153532.ply,80
5305,33_VID_20230322_135907.ply,33,80_VID_20230321_153618.ply,80
5407,33_VID_20230322_135907.ply,33,12_VID_20230322_165003.ply,12
5452,33_VID_20230322_135907.ply,33,8_VID_20230322_170824.ply,8
5475,33_VID_20230322_135907.ply,33,26_VID_20230322_151716.ply,26
5495,33_VID_20230322_135907.ply,33,80_VID_20230321_153518.ply,80
5644,33_VID_20230322_135907.ply,33,26_VID_20230322_151646.ply,26
5773,33_VID_20230322_135907.ply,33,35_VID_20230322_134821.ply,35
5804,33_VID_20230322_135907.ply,33,81_VID_20230321_151949.ply,81
5878,33_VID_20230322_135907.ply,33,8_VID_20230322_170810.ply,8
5983,41_VID_20230322_131203.ply,41,81_VID_20230321_151934.ply,81
6070,41_VID_20230322_131203.ply,41,67_VID_20230321_165459.ply,67
6098,41_VID_20230322_131203.ply,41,8_VID_20230322_170756.ply,8
6147,41_VID_20230322_131203.ply,41,80_VID_20230321_153554.ply,80
6159,41_VID_20230322_131203.ply,41,80_VID_20230321_153504.ply,80
6197,41_VID_20230322_131203.ply,41,35_VID_20230322_134810.ply,35
6273,41_VID_20230322_131203.ply,41,80_VID_20230321_153532.ply,80
6295,41_VID_20230322_131203.ply,41,80_VID_20230321_153618.ply,80
6397,41_VID_20230322_131203.ply,41,12_VID_20230322_165003.ply,12
6442,41_VID_20230322_131203.ply,41,8_VID_20230322_170824.ply,8
6465,41_VID_20230322_131203.ply,41,26_VID_20230322_151716.ply,26
6485,41_VID_20230322_131203.ply,41,80_VID_20230321_153518.ply,80
6634,41_VID_20230322_131203.ply,41,26_VID_20230322_151646.ply,26
6763,41_VID_20230322_131203.ply,41,35_VID_20230322_134821.ply,35
6794,41_VID_20230322_131203.ply,41,81_VID_20230321_151949.ply,81
6868,41_VID_20230322_131203.ply,41,8_VID_20230322_170810.ply,8
6972,54_VID_20230322_115602.ply,54,81_VID_20230321_151934.ply,81
7059,54_VID_20230322_115602.ply,54,67_VID_20230321_165459.ply,67
7087,54_VID_20230322_115602.ply,54,8_VID_20230322_170756.ply,8
7136,54_VID_20230322_115602.ply,54,80_VID_20230321_153554.ply,80
7148,54_VID_20230322_115602.ply,54,80_VID_20230321_153504.ply,80
7186,54_VID_20230322_115602.ply,54,35_VID_20230322_134810.ply,35
7262,54_VID_20230322_115602.ply,54,80_VID_20230321_153532.ply,80
7284,54_VID_20230322_115602.ply,54,80_VID_20230321_153618.ply,80
7386,54_VID_20230322_115602.ply,54,12_VID_20230322_165003.ply,12
7431,54_VID_20230322_115602.ply,54,8_VID_20230322_170824.ply,8
7454,54_VID_20230322_115602.ply,54,26_VID_20230322_151716.ply,26
7474,54_VID_20230322_115602.ply,54,80_VID_20230321_153518.ply,80
7623,54_VID_20230322_115602.ply,54,26_VID_20230322_151646.ply,26
7752,54_VID_20230322_115602.ply,54,35_VID_20230322_134821.ply,35
7783,54_VID_20230322_115602.ply,54,81_VID_20230321_151949.ply,81
7857,54_VID_20230322_115602.ply,54,8_VID_20230322_170810.ply,8
7960,93_VID_20230321_141408.ply,93,81_VID_20230321_151934.ply,81
8047,93_VID_20230321_141408.ply,93,67_VID_20230321_165459.ply,67
8075,93_VID_20230321_141408.ply,93,8_VID_20230322_170756.ply,8
8124,93_VID_20230321_141408.ply,93,80_VID_20230321_153554.ply,80
8136,93_VID_20230321_141408.ply,93,80_VID_20230321_153504.ply,80
8174,93_VID_20230321_141408.ply,93,35_VID_20230322_134810.ply,35
8250,93_VID_20230321_141408.ply,93,80_VID_20230321_153532.ply,80
8272,93_VID_20230321_141408.ply,93,80_VID_20230321_153618.ply,80
8374,93_VID_20230321_141408.ply,93,12_VID_20230322_165003.ply,12
8419,93_VID_20230321_141408.ply,93,8_VID_20230322_170824.ply,8
8442,93_VID_20230321_141408.ply,93,26_VID_20230322_151716.ply,26
8462,93_VID_20230321_141408.ply,93,80_VID_20230321_153518.ply,80
8611,93_VID_20230321_141408.ply,93,26_VID_20230322_151646.ply,26
8740,93_VID_20230321_141408.ply,93,35_VID_20230322_134821.ply,35
8771,93_VID_20230321_141408.ply,93,81_VID_20230321_151949.ply,81
8845,93_VID_20230321_141408.ply,93,8_VID_20230322_170810.ply,8
8947,95_VID_20230321_135714.ply,95,81_VID_20230321_151934.ply,81
9034,95_VID_20230321_135714.ply,95,67_VID_20230321_165459.ply,67
9062,95_VID_20230321_135714.ply,95,8_VID_20230322_170756.ply,8
9111,95_VID_20230321_135714.ply,95,80_VID_20230321_153554.ply,80
9123,95_VID_20230321_135714.ply,95,80_VID_20230321_153504.ply,80
9161,95_VID_20230321_135714.ply,95,35_VID_20230322_134810.ply,35
9237,95_VID_20230321_135714.ply,95,80_VID_20230321_153532.ply,80
9259,95_VID_20230321_135714.ply,95,80_VID_20230321_153618.ply,80
9361,95_VID_20230321_135714.ply,95,12_VID_20230322_165003.ply,12
9406,95_VID_20230321_135714.ply,95,8_VID_20230322_170824.ply,8
9429,95_VID_20230321_135714.ply,95,26_VID_20230322_151716.ply,26
9449,95_VID_20230321_135714.ply,95,80_VID_20230321_153518.ply,80
9598,95_VID_20230321_135714.ply,95,26_VID_20230322_151646.ply,26
9727,95_VID_20230321_135714.ply,95,35_VID_20230322_134821.ply,35
9758,95_VID_20230321_135714.ply,95,81_VID_20230321_151949.ply,81
9832,95_VID_20230321_135714.ply,95,8_VID_20230322_170810.ply,8
9933,89_VID_20230321_143102.ply,89,81_VID_20230321_151934.ply,81
10020,89_VID_20230321_143102.ply,89,67_VID_20230321_165459.ply,67
10048,89_VID_20230321_143102.ply,89,8_VID_20230322_170756.ply,8
10097,89_VID_20230321_143102.ply,89,80_VID_20230321_153554.ply,80
10109,89_VID_20230321_143102.ply,89,80_VID_20230321_153504.ply,80
10147,89_VID_20230321_143102.ply,89,35_VID_20230322_134810.ply,35
10223,89_VID_20230321_143102.ply,89,80_VID_20230321_153532.ply,80
10245,89_VID_20230321_143102.ply,89,80_VID_20230321_153618.ply,80
10347,89_VID_20230321_143102.ply,89,12_VID_20230322_165003.ply,12
10392,89_VID_20230321_143102.ply,89,8_VID_20230322_170824.ply,8
10415,89_VID_20230321_143102.ply,89,26_VID_20230322_151716.ply,26
10435,89_VID_20230321_143102.ply,89,80_VID_20230321_153518.ply,80
10584,89_VID_20230321_143102.ply,89,26_VID_20230322_151646.ply,26
10713,89_VID_20230321_143102.ply,89,35_VID_20230322_134821.ply,35
10744,89_VID_20230321_143102.ply,89,81_VID_20230321_151949.ply,81
10818,89_VID_20230321_143102.ply,89,8_VID_20230322_170810.ply,8
10918,7_VID_20230322_170403.ply,7,81_VID_20230321_151934.ply,81
11005,7_VID_20230322_170403.ply,7,67_VID_20230321_165459.ply,67
11033,7_VID_20230322_170403.ply,7,8_VID_20230322_170756.ply,8
11082,7_VID_20230322_170403.ply,7,80_VID_20230321_153554.ply,80
11094,7_VID_20230322_170403.ply,7,80_VID_20230321_153504.ply,80
11132,7_VID_20230322_170403.ply,7,35_VID_20230322_134810.ply,35
11208,7_VID_20230322_170403.ply,7,80_VID_20230321_153532.ply,80
11230,7_VID_20230322_170403.ply,7,80_VID_20230321_153618.ply,80
11332,7_VID_20230322_170403.ply,7,12_VID_20230322_165003.ply,12
11377,7_VID_20230322_170403.ply,7,8_VID_20230322_170824.ply,8
11400,7_VID_20230322_170403.ply,7,26_VID_20230322_151716.ply,26
11420,7_VID_20230322_170403.ply,7,80_VID_20230321_153518.ply,80
11569,7_VID_20230322_170403.ply,7,26_VID_20230322_151646.ply,26
11698,7_VID_20230322_170403.ply,7,35_VID_20230322_134821.ply,35
11729,7_VID_20230322_170403.ply,7,81_VID_20230321_151949.ply,81
11803,7_VID_20230322_170403.ply,7,8_VID_20230322_170810.ply,8
11902,55_VID_20230322_114019.ply,55,81_VID_20230321_151934.ply,81
11989,55_VID_20230322_114019.ply,55,67_VID_20230321_165459.ply,67
12017,55_VID_20230322_114019.ply,55,8_VID_20230322_170756.ply,8
12066,55_VID_20230322_114019.ply,55,80_VID_20230321_153554.ply,80
12078,55_VID_20230322_114019.ply,55,80_VID_20230321_153504.ply,80
12116,55_VID_20230322_114019.ply,55,35_VID_20230322_134810.ply,35
12192,55_VID_20230322_114019.ply,55,80_VID_20230321_153532.ply,80
12214,55_VID_20230322_114019.ply,55,80_VID_20230321_153618.ply,80
12316,55_VID_20230322_114019.ply,55,12_VID_20230322_165003.ply,12
12361,55_VID_20230322_114019.ply,55,8_VID_20230322_170824.ply,8
12384,55_VID_20230322_114019.ply,55,26_VID_20230322_151716.ply,26
12404,55_VID_20230322_114019.ply,55,80_VID_20230321_153518.ply,80
12553,55_VID_20230322_114019.ply,55,26_VID_20230322_151646.ply,26
12682,55_VID_20230322_114019.ply,55,35_VID_20230322_134821.ply,35
12713,55_VID_20230322_114019.ply,55,81_VID_20230321_151949.ply,81
12787,55_VID_20230322_114019.ply,55,8_VID_20230322_170810.ply,8
12885,30_VID_20230322_150513.ply,30,81_VID_20230321_151934.ply,81
12972,30_VID_20230322_150513.ply,30,67_VID_20230321_165459.ply,67
13000,30_VID_20230322_150513.ply,30,8_VID_20230322_170756.ply,8
13049,30_VID_20230322_150513.ply,30,80_VID_20230321_153554.ply,80
13061,30_VID_20230322_150513.ply,30,80_VID_20230321_153504.ply,80
13099,30_VID_20230322_150513.ply,30,35_VID_20230322_134810.ply,35
13175,30_VID_20230322_150513.ply,30,80_VID_20230321_153532.ply,80
13197,30_VID_20230322_150513.ply,30,80_VID_20230321_153618.ply,80
