track_id,X,Y,Z
0,0.424689,2.26249,8.16082
2,0.138422,1.12474,7.32494
3,-0.669242,-1.44032,6.49805
4,-1.00923,-0.799662,6.86771
5,-0.518753,-1.26711,6.1107
6,0.00324135,0.808902,7.52022
7,-0.836385,-1.03128,6.61158
8,-0.356267,0.0739756,6.8385
9,0.0734604,-0.884933,5.57578
10,-0.129372,-1.63546,5.42586
11,-0.238686,-1.32622,5.72979
12,-0.744031,-0.63576,6.60367
13,-0.88542,-1.22112,6.93233
14,-0.101239,0.0485773,6.35148
15,-0.318879,-0.697403,6.13968
16,0.0736137,0.687946,7.08741
17,-0.793835,-0.530445,7.10183
18,-0.075325,-0.40989,5.9902
20,-0.328106,-1.85524,5.70302
21,-0.245147,-0.272105,6.61895
22,0.42809,1.0238,6.97516
23,0.330675,1.54312,7.4865
24,-0.55613,-0.936078,6.36302
25,-0.398018,-1.64511,6.06507
28,0.0492302,-1.2826,5.42869
29,-0.27363,-0.383071,6.2837
32,0.175051,-0.106669,6.07732
35,0.619212,1.34439,7.21539
36,0.414976,0.568929,6.84154
37,0.40987,-0.667582,5.65339
39,-0.0406688,-0.901902,5.96565
47,0.477149,-1.0111,5.47824
51,-0.425696,-0.639914,6.51071
53,-0.397004,-1.66477,6.65706
56,0.445006,-1.42098,5.44842
75,0.705097,2.02958,7.88222
82,0.703131,-0.547913,6.05548
85,0.0736983,0.280097,6.73145
87,0.817848,0.876713,7.16782
99,0.25486,-1.80748,5.55564
109,0.793843,0.434775,7.02149
112,0.728587,1.65331,7.61424
122,0.393999,0.123314,6.81855
124,0.393465,-0.336592,6.21127
125,0.747391,-0.852821,5.73682
129,0.773709,0.00806841,6.84656
152,0.701096,-0.257604,6.52743
156,0.691129,-1.24345,5.7656
159,0.427936,2.26328,8.20176
161,0.855964,1.16247,7.49132
166,0.453647,-1.96162,5.90325
172,0.920702,-0.422446,6.87193
182,0.550163,-1.58015,5.73018
185,0.65912,-1.57054,7.00379
199,0.628105,-1.68246,6.15372
201,0.175807,-1.851,5.64759
230,0.808806,-0.97099,6.1756
