track_id,X,Y,Z
0,-0.214266,-0.212052,1.94129
1,-0.186825,-0.524901,1.72274
2,-0.238209,-0.259318,1.89674
3,-0.347164,-0.591846,1.71883
4,-0.0698065,-0.533865,1.72134
5,-0.290193,-0.478884,1.75379
6,-0.297633,-0.563818,1.70056
7,-0.25404,-0.53712,1.73486
8,-0.259055,-0.313691,1.86307
9,-0.136378,-0.571624,1.72457
10,-0.218209,-0.118352,2.03349
11,-0.209249,-0.346505,1.83331
12,-0.124628,-0.497886,1.72668
13,-0.243535,-0.168807,1.99876
14,-0.208315,-0.400569,1.80669
15,-0.229927,-0.453346,1.77373
16,-0.159288,-0.430798,1.77737
17,-0.335493,-0.46587,1.83674
18,-0.26459,-0.383525,1.82609
19,-0.335395,-0.538256,1.75287
20,-0.320483,-0.378841,1.85817
21,-0.253367,-0.604417,1.71837
22,-0.177122,-0.273806,1.92287
23,-0.154422,-0.342824,1.87683
24,-0.175989,-0.140236,2.07333
25,-0.328911,-0.64135,1.7412
26,-0.0739036,-0.4772,1.7648
27,-0.175142,-0.184431,1.98852
28,-0.123539,-0.636494,1.7705
30,-0.276964,-0.446603,1.82758
31,-0.142828,-0.410125,1.83762
35,-0.0764116,-0.590607,1.75463
45,-0.160866,-0.242996,1.9883
51,-0.193995,-0.5845,1.74332
81,-0.0318148,-0.53304,1.77615
85,-0.0538447,-0.482773,1.82301
88,-0.160786,-0.214285,2.04693
103,-0.145469,-0.343053,1.93973
165,-0.183299,-0.400948,1.96843
168,-0.183871,-0.579116,1.93248
169,-0.121613,-0.618255,1.82917
172,-0.165671,-0.272562,2.03677
175,-0.0931938,-0.573313,1.81659
176,-0.160121,-0.446246,1.92239
177,-0.156269,-0.300275,1.98039
182,-0.0440901,-0.542152,1.83158
184,-0.19858,-0.474982,1.96798
191,-0.125466,-0.463844,1.87657
194,-0.162709,-0.513498,1.9239
203,-0.213963,-0.539872,1.96116
