track_id,X,Y,Z
1,-0.258687,-0.568693,2.04514
2,-0.172396,0.0569532,2.5105
3,-0.254805,-0.482836,2.09915
4,-0.392936,-0.601769,2.07612
5,-0.307132,-0.451614,2.15041
6,-0.218149,-0.0560108,2.36736
9,-0.18792,-0.576644,2.03524
10,-0.333064,-0.512852,2.13643
11,-0.319919,-0.701684,2.00107
12,-0.219231,-0.192964,2.31676
13,-0.453946,-0.747698,2.00005
14,-0.241742,0.00292317,2.41728
15,-0.232954,-0.36192,2.19482
16,-0.386022,-0.550106,2.11823
18,-0.371446,-0.461198,2.22549
20,-0.308166,-0.35016,2.22885
21,-0.313071,-0.789338,1.99374
22,-0.380191,-0.751991,2.00652
23,-0.318402,-0.589741,2.07345
24,-0.396544,-0.522335,2.18406
25,-0.408748,-0.694932,2.0553
26,-0.252346,-0.747931,2.01581
27,-0.338609,-0.64908,2.05111
28,-0.349884,-0.404421,2.26843
30,-0.265669,-0.639219,2.04612
31,-0.295115,-0.405926,2.20261
32,-0.156361,-0.0794404,2.38125
33,-0.26853,-0.313093,2.23871
36,-0.266961,-0.251929,2.29606
38,-0.163855,-0.707687,2.04952
42,-0.190214,-0.420034,2.19587
44,-0.190048,-0.639395,2.05371
45,-0.183195,-0.772671,2.03159
47,-0.284391,-0.544935,2.10364
52,-0.212652,-0.325632,2.24997
58,-0.226873,-0.684247,2.0831
62,-0.205514,-0.261124,2.29235
66,-0.156187,-0.323422,2.28269
69,-0.223412,-0.819782,2.08224
70,-0.170755,-0.505074,2.15605
71,-0.204929,-0.544548,2.09996
84,-0.112509,-0.753569,2.08421
86,-0.44406,-0.69426,2.00294
91,-0.177639,-0.370634,2.23851
110,-0.276226,-0.0743702,2.41274
118,-0.141313,-0.424552,2.24583
122,-0.26674,-0.812062,2.04781
124,-0.157156,-0.218723,2.42868
128,-0.135366,-0.68578,2.11226
135,-0.227465,-0.464511,2.16198
136,-0.0890777,-0.735374,2.19031
143,-0.137625,-0.371865,2.31912
158,-0.157389,-0.810921,2.08981
159,-0.159071,-0.599394,2.09562
167,-0.169872,-0.555085,2.20654
182,-0.176972,-0.138791,2.39629
186,-0.157567,-0.484143,2.2153
189,-0.254689,-0.131035,2.39229
200,-0.128816,-0.691773,2.17556
208,-0.183024,-0.209297,2.3679
225,-0.147345,-0.472466,2.29284
238,-0.161649,-0.00444941,2.46301
250,-0.134053,-0.799748,2.16285
252,-0.109866,-0.752316,2.14289
260,-0.216559,-0.261809,2.40792
271,-0.183314,-0.320057,2.41181
277,-0.174699,-0.527304,2.26809
281,-0.208908,-0.175979,2.4963
295,-0.195248,-0.447461,2.35918
306,-0.203687,-0.579167,2.26985
314,-0.166349,-0.308398,2.34769
330,-0.154926,-0.0701785,2.44183
331,-0.174778,-0.120415,2.45318
342,-0.161457,0.00677594,2.54716
350,-0.168459,-0.0537221,2.51071
354,-0.182239,-0.612243,2.14908
359,-0.119932,-0.775965,2.22369
379,-0.231886,-0.636351,2.259
384,-0.201063,-0.612189,2.22179
389,-0.21284,-0.107129,2.51075
